Dataset,project_name,passed_CDHIT_filter,signal_to_noise,EternaScore,GC content,Length,"Target structure, total loops","Target structure, # hairpins","Target structure, # Internal loops","Target structure, # Multiloops",# constructs,Sequence Entropy,EternaBench
Round 0,Project : Mat - comparison series: Hairpin loop with 10 nts,True,1.235,86.7,0.32710280373831774,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : Mat - comparison series: Hairpin loop with 9 nts- D1,True,1.7706666666666668,86.23333333333333,0.30218068535825543,86.0,3.0,1.0,2.0,0.0,3,0.24976225276756917,Filtered (n=12711)
Round 0,Project : Multiloop Isolated Closing Pairs,True,1.957285714285714,90.65714285714286,0.41255006675567424,86.0,6.0,3.0,1.0,2.0,7,0.4752165095954291,Filtered (n=12711)
Round 0,Project : Multiloop: 3 Branches Unevenly Spaced (1),True,1.345,83.33333333333333,0.34890965732087226,86.0,4.0,2.0,1.0,1.0,6,0.38017895516663563,Filtered (n=12711)
Round 0,Project : Multiloop: 3 Branches Unevenly Spaced (2),True,1.6542,85.6,0.35887850467289717,86.0,4.0,2.0,1.0,1.0,5,0.3746174736333619,Filtered (n=12711)
Round 0,"Project : Multiloop: 3 Branches, 12 Unpaired Bases",True,1.5743333333333334,91.10000000000001,0.37538940809968846,86.0,4.0,2.0,1.0,1.0,6,0.4309255889890217,Filtered (n=12711)
Round 0,"Project : Multiloop: 3 Branches, No Unpaired Bases",True,1.779,76.66666666666667,0.38161993769470404,86.0,4.0,2.0,1.0,1.0,6,0.4307009497402785,Filtered (n=12711)
Round 0,Project : Multiloop: 4 Branches Separated by Single Unpaired Bases,True,1.41475,86.0,0.42289719626168226,86.0,5.0,3.0,1.0,1.0,4,0.4164192014963346,Filtered (n=12711)
Round 0,Project : Multiloop: Two Pairs of Adjacent Stacks,True,2.496714285714286,90.67142857142858,0.3885180240320428,86.0,5.0,3.0,0.8571428571428571,1.1428571428571428,7,0.4036653254657117,Filtered (n=12711)
Round 0,Project : Neck Length 2 - 4 branch multiloop,True,9.092857142857143,84.75714285714285,0.38851802403204266,86.0,6.571428571428571,3.857142857142857,0.7142857142857143,2.0,7,0.5056235222955329,Filtered (n=12711)
Round 0,Project : Nupack's Finger Revisited,True,1.7648,90.14,0.44299065420560746,86.0,4.0,1.0,3.0,0.0,5,0.5168605794448092,Filtered (n=12711)
Round 0,Project : Plain Hooked,True,1.1655714285714285,83.42857142857143,0.45126835781041397,86.0,6.0,1.0,5.0,0.0,7,0.5327756814414092,Filtered (n=12711)
Round 0,Project : Pseudoknot 2: Biotin-Binding Pseudoknot,True,1.9129999999999998,87.3,0.2850467289719626,86.0,2.0,1.0,1.0,0.0,2,0.20729635306465655,Filtered (n=12711)
Round 0,Project : Repetitive Structures,True,1.0050000000000001,79.22857142857143,0.45660881174899864,86.0,6.857142857142857,1.8571428571428572,4.142857142857143,0.8571428571428571,7,0.6128995219657019,Filtered (n=12711)
Round 0,"Project : Reshiram, Zekrom, Kyurem",True,2.011,90.67999999999999,0.4336448598130841,86.0,6.0,2.0,3.0,1.0,5,0.40896725128044964,Filtered (n=12711)
Round 0,Project : S&E5 Modified,True,2.5835,78.7,0.32242990654205606,86.0,3.0,2.0,0.0,1.0,2,0.08421414343251671,Filtered (n=12711)
Round 0,Project : Saccharomyces Cerevisiae Loop Structure,True,2.76975,89.675,0.35514018691588783,86.0,5.0,3.0,1.0,1.0,4,0.2820954564347916,Filtered (n=12711)
Round 0,Project : Sample puzzle for lab,True,2.2822,84.8,0.41308411214953267,86.0,6.0,3.0,2.0,1.0,5,0.4059878890968127,Filtered (n=12711)
Round 0,Project : Sharklike V-1 (SHAPE data Exp-1),True,2.05175,86.0,0.3691588785046729,86.0,4.0,2.0,1.0,1.0,4,0.4816279334883242,Filtered (n=12711)
Round 0,Project : Sharklike V-2 (SHAPE data Exp-2),True,1.28,89.325,0.37850467289719625,86.0,4.0,2.0,1.0,1.0,4,0.4702597528871607,Filtered (n=12711)
Round 0,Project : Test of RNAfold (1),True,4.89725,92.0,0.411214953271028,86.0,6.0,2.0,3.0,1.0,4,0.2663290505108998,Filtered (n=12711)
Round 0,Project : Test of RNAfold (2),True,3.7367500000000002,92.675,0.31542056074766356,86.0,4.0,2.0,1.0,1.0,4,0.32499644888373874,Filtered (n=12711)
Round 0,Project : Test of RNAfold (3),True,2.86625,89.325,0.39485981308411217,86.0,6.0,2.0,3.0,1.0,4,0.400954772059967,Filtered (n=12711)
Round 0,Project : Test of RNAfold (4),True,2.7022500000000003,88.325,0.4439252336448598,86.0,6.0,2.0,3.0,1.0,4,0.39490538268598085,Filtered (n=12711)
Round 0,Project : Test of RNAfold (5),True,2.7230000000000003,89.76666666666667,0.40809968847352024,86.0,6.166666666666667,2.1666666666666665,2.8333333333333335,1.1666666666666667,6,0.5016778213549005,Filtered (n=12711)
Round 0,Project : Testing various loop designs,True,3.5781250000000004,87.42500000000001,0.3341121495327103,86.0,4.75,1.6875,2.375,0.6875,16,0.6315842229105884,Filtered (n=12711)
Round 0,Project : Thicker Zigzag,True,2.1348,80.54,0.32616822429906545,86.0,5.0,1.0,4.0,0.0,10,0.3999672922571264,Filtered (n=12711)
Round 0,Project : Tobramycin Aptamer,True,1.95975,78.0,0.2733644859813084,86.0,3.0,1.0,2.0,0.0,4,0.33477678801952465,Filtered (n=12711)
Round 0,Project : Two stacks,True,1.2746,79.08,0.3635514018691589,86.0,3.0,2.0,0.0,1.0,10,0.6733748365238352,Filtered (n=12711)
Round 0,Project : Uracil Reduction,True,2.4386666666666668,88.0,0.4517133956386292,86.0,6.0,1.6666666666666667,3.6666666666666665,0.6666666666666666,3,0.3178869062600431,Filtered (n=12711)
Round 0,Project : Zigzag: 1-Nucleotide Bulge (3),True,1.9754999999999998,87.35,0.3037383177570093,86.0,4.0,1.0,3.0,0.0,2,0.09717016549905776,Filtered (n=12711)
Round 0,Project : Zigzag: 1-Nucleotide Bulge (4),True,2.512,77.3,0.2803738317757009,86.0,4.0,1.0,3.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : chain lengh an loop size series 1-3,True,1.903,86.7,0.42990654205607476,86.0,6.0,3.0,2.0,1.0,1,0.0,Filtered (n=12711)
Round 0,Project : chain length and loop size series 1-4,True,1.608,94.7,0.38317757009345793,86.0,6.0,3.0,2.0,1.0,1,0.0,Filtered (n=12711)
Round 0,Project : chain length and loop size series 1-5,True,3.571,98.7,0.4205607476635514,86.0,6.0,3.0,2.0,1.0,1,0.0,Filtered (n=12711)
Round 0,Project : chain length and loop size series 1-8,True,1.879,90.7,0.42990654205607476,86.0,6.0,3.0,2.0,1.0,1,0.0,Filtered (n=12711)
Round 0,Project : chain lenth and loop size series 1-9,True,1.147,88.0,0.43302180685358255,86.0,6.0,3.0,2.0,1.0,3,0.1957366124330614,Filtered (n=12711)
Round 0,Project : comparison series:,True,1.3405555555555555,82.66666666666667,0.29595015576323985,86.0,3.0,1.0,2.0,0.0,9,0.5429544780122614,Filtered (n=12711)
Round 0,Project : comparison series: 1-1,True,1.3043999999999998,85.88,0.2542056074766355,86.0,2.8,1.0,1.8,0.0,5,0.3709523167948699,Filtered (n=12711)
Round 0,Project : comparison series: 1-15,True,1.8516666666666666,85.33333333333333,0.3177570093457944,86.0,3.0,1.0,2.0,0.0,3,0.2519638048359128,Filtered (n=12711)
Round 0,Project : comparison series: 10-10,True,1.313,84.0,0.24299065420560748,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 10-15,True,2.3625,92.0,0.3130841121495327,86.0,3.0,1.0,2.0,0.0,2,0.16195027583176289,Filtered (n=12711)
Round 0,Project : comparison series: 11-11,True,1.7620000000000002,92.675,0.3107476635514019,86.0,3.0,1.0,2.0,0.0,4,0.279587049064965,Filtered (n=12711)
Round 0,Project : comparison series: 12-12,True,2.527,91.35,0.3037383177570093,86.0,3.0,1.0,2.0,0.0,2,0.21377436409792702,Filtered (n=12711)
Round 0,Project : comparison series: 12-15,True,3.106,90.7,0.3177570093457944,86.0,3.0,1.0,2.0,0.0,2,0.23320839719773861,Filtered (n=12711)
Round 0,Project : comparison series: 13-15,True,2.126,92.7,0.2850467289719626,86.0,3.0,1.0,2.0,0.0,2,0.16195027583176289,Filtered (n=12711)
Round 0,Project : comparison series: 14-14,True,2.826,90.7,0.2616822429906542,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 14-15,True,3.47675,90.325,0.2897196261682243,86.0,3.0,1.0,2.0,0.0,4,0.29224109464398185,Filtered (n=12711)
Round 0,Project : comparison series: 15-1,True,1.9402000000000001,86.11999999999999,0.28971962616822433,86.0,3.0,1.0,2.0,0.0,5,0.2578096449802186,Filtered (n=12711)
Round 0,Project : comparison series: 15-10,True,2.1473333333333335,88.0,0.2866043613707165,86.0,3.0,1.0,2.0,0.0,3,0.2632897703798228,Filtered (n=12711)
Round 0,Project : comparison series: 15-13,True,2.626,93.3,0.29906542056074764,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 15-14,True,3.1995,90.0,0.2803738317757009,86.0,3.0,1.0,2.0,0.0,2,0.10364817653232827,Filtered (n=12711)
Round 0,Project : comparison series: 15-15,True,2.966333333333333,87.13333333333333,0.32242990654205606,86.0,3.0,1.0,2.0,0.0,6,0.34073032748032644,Filtered (n=12711)
Round 0,Project : comparison series: 15-2,True,1.6945,83.31666666666668,0.2897196261682243,86.0,3.0,1.0,2.0,0.0,6,0.3411329627970254,Filtered (n=12711)
Round 0,Project : comparison series: 15-4,True,1.4295,86.65,0.32710280373831774,86.0,3.0,1.0,2.0,0.0,2,0.18138430893157445,Filtered (n=12711)
Round 0,Project : comparison series: 15-5,True,1.959,89.3,0.308411214953271,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 15-6,True,2.0060000000000002,92.325,0.30607476635514014,86.0,3.0,1.0,2.0,0.0,4,0.27231511729900565,Filtered (n=12711)
Round 0,Project : comparison series: 15-8,True,1.628,89.3,0.2616822429906542,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 15-9,True,2.284666666666667,89.3,0.29283489096573206,86.0,3.0,1.0,2.0,0.0,3,0.2454435787453888,Filtered (n=12711)
Round 0,Project : comparison series: 2-10,True,1.5685,77.35,0.3644859813084112,86.0,3.0,1.0,2.0,0.0,2,0.12956022066541031,Filtered (n=12711)
Round 0,Project : comparison series: 2-15,True,1.9546666666666666,80.43333333333334,0.29283489096573206,86.0,3.0,1.0,2.0,0.0,3,0.2535938613585438,Filtered (n=12711)
Round 0,Project : comparison series: 2-2,True,1.293,83.56666666666666,0.2554517133956386,86.0,3.0,1.0,2.0,0.0,3,0.3308429283265842,Filtered (n=12711)
Round 0,Project : comparison series: 2-3,True,1.346,85.35,0.3037383177570093,86.0,3.0,1.0,2.0,0.0,2,0.14899425376522188,Filtered (n=12711)
Round 0,Project : comparison series: 2-4,True,1.6265,84.0,0.308411214953271,86.0,3.0,1.0,2.0,0.0,2,0.18138430893157445,Filtered (n=12711)
Round 0,Project : comparison series: 2-5,True,1.3565,74.65,0.29906542056074764,86.0,3.0,1.0,2.0,0.0,2,0.16195027583176289,Filtered (n=12711)
Round 0,Project : comparison series: 2-6,True,1.0150000000000001,75.35,0.3130841121495327,86.0,3.0,1.0,2.0,0.0,2,0.22673038616446808,Filtered (n=12711)
Round 0,Project : comparison series: 2-7,True,1.231,85.3,0.34579439252336447,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 2-8,True,1.389,78.66666666666667,0.3115264797507788,86.0,3.0,1.0,2.0,0.0,3,0.29629353614914145,Filtered (n=12711)
Round 0,Project : comparison series: 3-15,True,2.0573333333333337,82.66666666666667,0.30218068535825543,86.0,3.0,1.0,2.0,0.0,3,0.2799929709228316,Filtered (n=12711)
Round 0,Project : comparison series: 4-15,True,1.3695,87.3,0.3364485981308411,86.0,3.0,1.0,2.0,0.0,2,0.20729635306465655,Filtered (n=12711)
Round 0,Project : comparison series: 4-2,True,1.82,89.3,0.3177570093457944,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 4-4,True,1.3824,80.0,0.2934579439252336,86.0,3.0,1.0,2.0,0.0,5,0.38001339386396304,Filtered (n=12711)
Round 0,Project : comparison series: 5-15,True,1.744,84.0,0.32242990654205606,86.0,3.0,1.0,2.0,0.0,2,0.20081834203138604,Filtered (n=12711)
Round 0,Project : comparison series: 6-2,True,1.539,81.3,0.2803738317757009,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 6-6,True,1.7575000000000003,84.025,0.30607476635514014,86.0,3.0,1.0,2.0,0.0,4,0.36300727176479286,Filtered (n=12711)
Round 0,Project : comparison series: 7-7,True,1.5297500000000002,87.65,0.3014018691588785,86.0,3.0,1.0,2.0,0.0,4,0.26748827031699285,Filtered (n=12711)
Round 0,Project : comparison series: 8-15,True,1.9714999999999998,90.65,0.2850467289719626,86.0,3.0,1.0,2.0,0.0,2,0.13603823169868084,Filtered (n=12711)
Round 0,Project : comparison series: 8-2,True,0.722,77.3,0.32710280373831774,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 8-8,True,1.916,86.7,0.24299065420560748,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 9-15,True,2.555,90.7,0.2803738317757009,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: 9-9,True,1.543,92.0,0.2616822429906542,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: Hairpin loop with 12 nts,True,1.404,84.0,0.32710280373831774,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: Hairpin loop with 14 nts,True,1.6920000000000002,84.7,0.3037383177570093,86.0,3.0,1.0,2.0,0.0,2,0.18786231996484495,Filtered (n=12711)
Round 0,Project : comparison series: Hairpin loop with 15 nts,True,2.21,88.0,0.3177570093457944,86.0,3.0,1.0,2.0,0.0,1,0.0,Filtered (n=12711)
Round 0,Project : comparison series: Heptaloop,True,1.341,85.35,0.3317757009345794,86.0,3.0,1.0,2.0,0.0,2,0.17490629789830398,Filtered (n=12711)
Round 0,Project : comparison series: Hexaloop  ,True,1.5925,86.0,0.2803738317757009,86.0,3.0,1.0,2.0,0.0,2,0.2526424302975501,Filtered (n=12711)
Round 0,Project : comparison series: Octaloops,True,1.4929999999999997,83.13333333333333,0.3395638629283489,86.0,3.0,1.0,2.0,0.0,3,0.1967951734099798,Filtered (n=12711)
Round 0,Project : comparison series: Pentaloop  ,True,1.216,81.35,0.3317757009345794,86.0,3.0,1.0,2.0,0.0,2,0.18138430893157445,Filtered (n=12711)
Round 0,Project : comparison series: Triloop  ,True,1.8235,82.975,0.2897196261682243,86.0,3.0,1.0,2.0,0.0,4,0.2536750049318829,Filtered (n=12711)
Round 0,Project : miRNA hairpin robustness,True,2.208,81.76666666666667,0.41277258566978187,86.0,4.5,1.0,3.5,0.0,6,0.7068578140506332,Filtered (n=12711)
Round 0,Project: Parin's favorite motifs,True,0.5490909090909091,69.92727272727272,0.36618521665250636,86.0,3.5454545454545454,1.0,2.5454545454545454,0.0,11,0.556237688144623,Filtered (n=12711)
Round 0,Project: VAI protein kinase R inhibitor,True,2.967,84.65,0.4485981308411215,86.0,5.0,1.5,3.0,0.5,2,0.29798850753044376,Filtered (n=12711)
Round 0,Project: all non-canonical pairs,True,0.39285714285714285,56.0,0.37249666221628835,86.0,6.0,1.4285714285714286,4.142857142857143,0.42857142857142855,7,0.6521177723155057,Filtered (n=12711)
Round 0,Project: helix stacking,True,2.173,90.7,0.5046728971962616,86.0,5.0,3.0,0.0,2.0,1,0.0,Filtered (n=12711)
Round 0,Project: mRNA structure,True,3.459142857142857,77.34285714285714,0.4472630173564753,86.0,6.428571428571429,2.142857142857143,3.4285714285714284,0.8571428571428571,7,0.47119388385190447,Filtered (n=12711)
Round 0,Project: metal ion pseudoknots,True,0.4225,53.3,0.3644859813084112,86.0,4.5,1.0,3.5,0.0,2,0.2785544744306322,Filtered (n=12711)
Round 0,Project: unbound aptamer structures,True,0.8407083333333333,71.78333333333333,0.3952492211838006,86.0,4.208333333333333,1.375,2.5,0.3333333333333333,24,0.7545415265369041,Filtered (n=12711)
Round 0,Shape Library 101: The Finger,True,1.7082694610778446,81.50538922155685,0.42274329844982916,86.0,4.137724550898204,1.0479041916167664,3.0419161676646707,0.04790419161676647,167,0.8540136229022666,Filtered (n=12711)
Round 1,Cloud Lab 1 - Aires by wateronthemoon,True,5.645906249999999,91.2296875,0.3595210280373832,86.0,3.0,1.0,2.0,0.0,64,0.8616161270586822,Filtered (n=12711)
Round 1,Cloud Lab 10 - Random Shape 2 by ElNando888,True,7.348688524590164,92.80983606557376,0.40600582197027724,86.0,6.0,1.0,5.0,0.0,61,0.7126931371985045,Filtered (n=12711)
Round 1,Cloud Lab 11 - Little bug by JR,True,5.423733333333334,87.46666666666668,0.45700934579439245,86.0,9.0,1.0,8.0,0.0,60,0.686240384374646,Filtered (n=12711)
Round 1,Cloud Lab 12 - Anchor by ribonucleic,True,7.246037735849057,89.02830188679245,0.4256744842179508,86.0,7.0,2.0,4.0,1.0,53,0.7304977211256657,Filtered (n=12711)
Round 1,Cloud Lab 13 - Alien Party Glasses by Jennifer Pearl,True,6.447423728813557,86.91016949152542,0.4253128465072072,86.0,7.0,2.0,4.0,1.0,59,0.7090899959941291,Filtered (n=12711)
Round 1,Cloud Lab 14 - Easy loop sizes by Edward Lane,True,7.303745098039213,87.13333333333333,0.4650907091808686,86.0,7.0,4.0,0.0,3.0,51,0.6408670380248148,Filtered (n=12711)
Round 1,Cloud Lab 15 - Triloop Buffet by jandersonlee,True,5.029370967741934,89.89677419354838,0.4481459149834187,86.0,5.0,3.0,1.0,1.0,62,0.7977090287916535,Filtered (n=12711)
Round 1,Cloud Lab 16 - Section from lab Water Strider by Brourd,True,6.957983333333335,86.88500000000002,0.4364485981308412,86.0,6.0,3.0,1.0,2.0,60,0.6909394172541606,Filtered (n=12711)
Round 1,Cloud Lab 17 - Oryza sativa 8 Elements Part 2 by merryskies,True,6.788183333333333,89.28833333333334,0.41105919003115243,86.0,6.0,2.0,3.0,1.0,60,0.758833038346249,Filtered (n=12711)
Round 1,Cloud Lab 18 - Anaconda About to Poop by SpaceFolder,True,4.548749999999999,87.15666666666667,0.3577881619937695,86.0,2.0,1.0,1.0,0.0,60,0.8369328071701018,Filtered (n=12711)
