Dataset,project_name,passed_CDHIT_filter,signal_to_noise,EternaScore,GC content,Length,"Target structure, total loops","Target structure, # hairpins","Target structure, # Internal loops","Target structure, # Multiloops",# constructs,Sequence Entropy,EternaBench
Round 0,Project : Cytosine reduction,0.6666666666666666,2.0125555555555557,76.42222222222222,0.26895119418483904,86.0,5.0,1.8888888888888888,2.2222222222222223,0.8888888888888888,9,0.42329028747017095,Full (n=38846)
Round 0,Project : Example project,0.9285714285714286,1.0017142857142856,76.575,0.2987316421895861,86.0,2.0,1.0,1.0,0.0,28,0.632675045618964,Full (n=38846)
Round 0,Project : Example project 2,0.75,2.1811666666666665,76.34166666666667,0.3325545171339564,86.0,5.0,1.0,4.0,0.0,12,0.42067682665558753,Full (n=38846)
Round 0,Project : FMN-RNA aptamer complex lab ,0.8,1.0926,85.32000000000001,0.35514018691588783,86.0,4.0,1.0,3.0,0.0,10,0.48170256068222644,Full (n=38846)
Round 0,Project : Fisker - 2-2 loop energy challenge,0.6875,1.3955625,90.23749999999998,0.3837616822429906,86.0,4.0,1.0,3.0,0.0,16,0.6371612859353956,Full (n=38846)
Round 0,Project : Five Branch Multiloop,0.6,1.6394000000000002,81.33,0.4700934579439252,86.0,6.0,4.0,1.0,1.0,10,0.492410946490776,Full (n=38846)
Round 0,Project : Fractal RNA,1.0,1.27175,82.675,0.3901869158878505,86.0,5.0,3.0,1.0,1.0,4,0.2577712537670871,Full (n=38846)
Round 0,Project : GU-pin shape test,0.3,1.5604999999999998,81.88,0.32897196261682243,86.0,4.0,2.0,1.0,1.0,10,0.34946477562998063,Full (n=38846)
Round 0,Project : Guanine Reduction,0.7,2.6972,84.28,0.31962616822429907,86.0,5.1,2.0,2.1,1.0,10,0.4972665061300577,Full (n=38846)
Round 0,Project : Hairpins: Heptaloop,0.09090909090909091,1.5060000000000002,88.36363636363636,0.22854715378079862,86.0,2.0,1.0,1.0,0.0,11,0.3125776128605048,Full (n=38846)
Round 0,Project : Hairpins: Hexaloop,0.2,1.5174,88.28,0.22523364485981304,86.0,2.0,1.0,1.0,0.0,10,0.2655661818707158,Full (n=38846)
Round 0,Project : Hairpins: Pentaloop,0.0,1.011625,84.175,0.25,86.0,2.0,1.0,1.0,0.0,8,0.254073697286702,Full (n=38846)
Round 0,Project : Hairpins: Tetraloop,0.15384615384615385,1.1312307692307695,85.13076923076923,0.2235801581595974,86.0,2.0,1.0,1.0,0.0,13,0.2773180952730087,Full (n=38846)
Round 0,Project : Hairpins: Triloop,0.375,1.659625,87.16875000000002,0.23072429906542055,86.0,2.0,1.0,1.0,0.0,16,0.2928435757312526,Full (n=38846)
Round 0,Project : Half of The Branches,0.6,1.1219999999999999,74.14,0.3280373831775701,86.0,4.0,2.0,1.0,1.0,10,0.43827045396640635,Full (n=38846)
Round 0,Project : Hard Lab Fragments: Kudzu Arm,0.18181818181818182,1.7670000000000001,77.44545454545454,0.2778249787595582,86.0,4.909090909090909,1.0909090909090908,3.727272727272727,0.09090909090909091,11,0.3133865548788105,Full (n=38846)
Round 0,Project : Hard Lab Fragments: Kudzu Neck,0.4,1.0741999999999998,70.94,0.34018691588785044,86.0,5.0,1.0,4.0,0.0,5,0.31442798430267044,Full (n=38846)
Round 0,Project : Hard Lab Fragments: Making it Up As I Go Multiloop,0.14285714285714285,1.0957142857142856,75.04285714285713,0.30574098798397864,86.0,4.0,2.0,1.0,1.0,7,0.2450999026985316,Full (n=38846)
Round 0,Project : Hard Lab Fragments: Water Strider Arm,0.16666666666666666,1.474,80.89999999999999,0.30685358255451706,86.0,4.0,2.0,1.0,1.0,6,0.24519928444487316,Full (n=38846)
Round 0,Project : Hooked,0.8,1.1007,76.28,0.4841121495327102,86.0,7.0,1.0,6.0,0.0,10,0.6280092198336505,Full (n=38846)
Round 0,Project : Internal Loops: 5-2,0.4,1.0346,79.63333333333331,0.3015576323987538,86.0,3.0,1.0,2.0,0.0,15,0.40754133944528004,Full (n=38846)
Round 0,Project : Internal Loops: 6-3,0.5714285714285714,1.4969999999999999,74.45714285714287,0.3070761014686248,86.0,3.0,1.0,2.0,0.0,7,0.42876848715241545,Full (n=38846)
Round 0,Project : Isolated Base Pairs: 2-2 Loops Adjacent to Multiloop,1.0,2.1353999999999997,88.26,0.41495327102803736,86.0,6.0,2.0,3.0,1.0,5,0.41035511734513114,Full (n=38846)
Round 0,Project : Isolated Base Pairs: Adjacent 2-1 Loops (1),0.0,1.052285714285714,74.45714285714287,0.31241655540720964,86.0,4.0,1.0,3.0,0.0,7,0.31157151208025147,Full (n=38846)
Round 0,Project : Isolated Base Pairs: Adjacent 2-1 Loops (3),0.0,0.8806666666666666,73.36666666666667,0.3115264797507788,86.0,4.0,1.0,3.0,0.0,3,0.14162654198404676,Full (n=38846)
Round 0,Project : Isolated Base Pairs: Adjacent 2-1-Loops (4),0.0,1.1755714285714287,74.28571428571429,0.2910547396528705,86.0,4.0,1.0,3.0,0.0,7,0.3286635371943389,Full (n=38846)
Round 0,Project : Isolated Closing Pairs 1,0.875,1.7785000000000002,81.82499999999999,0.42172897196261677,86.0,7.0,3.0,3.0,1.0,8,0.3976392552764671,Full (n=38846)
Round 0,Project : Isolated Closing Pairs 2,0.75,1.8086250000000001,84.9875,0.34579439252336447,86.0,5.0,2.0,2.0,1.0,8,0.3661481440203921,Full (n=38846)
Round 0,Project : Isolated Closing Pairs 3,0.8571428571428571,2.105142857142857,92.2,0.33244325767690247,86.0,4.0,1.0,3.0,0.0,7,0.39814492069859386,Full (n=38846)
Round 0,Project : JerryP's winning design without tetraloop boost,0.6666666666666666,1.3635555555555556,86.22222222222223,0.35202492211838005,86.0,4.0,1.1111111111111112,2.7777777777777777,0.1111111111111111,9,0.5020996319472373,Full (n=38846)
Round 0,Project : Lab design for newer players,0.8333333333333334,2.356,81.33333333333333,0.3940809968847352,86.0,6.0,3.0,2.0,1.0,6,0.33979155900095914,Full (n=38846)
Round 0,Project : Large Isolated Hairpin,0.6,3.2299999999999995,85.61,0.3280373831775701,86.0,3.9,2.0,0.9,1.0,10,0.36516846003984993,Full (n=38846)
Round 0,Project : Large Loop,0.6,3.1372,92.52000000000001,0.3794392523364486,86.0,5.0,2.0,2.0,1.0,5,0.2593052225875688,Full (n=38846)
Round 0,Project : Loop Heavy,1.0,1.4185,83.56666666666666,0.3940809968847352,86.0,6.666666666666667,1.1666666666666667,5.333333333333333,0.16666666666666666,6,0.46700254559061016,Full (n=38846)
Round 0,Project : Mat - comparison series: 3-2 - D1,0.25,1.3125,85.9875,0.3049065420560747,86.0,3.0,1.0,2.0,0.0,8,0.29938696163807593,Full (n=38846)
Round 0,Project : Mat - comparison series: Hairpin loop with 10 nts,0.1111111111111111,1.1797777777777778,84.75555555555555,0.3219106957424714,86.0,3.0,1.0,2.0,0.0,9,0.3364002322854564,Full (n=38846)
Round 0,Project : Mat - comparison series: Hairpin loop with 9 nts- D1,0.3,1.3874,84.66,0.31121495327102794,86.0,3.0,1.0,2.0,0.0,10,0.3231116392260992,Full (n=38846)
Round 0,Project : Multiloop Isolated Closing Pairs,0.875,2.0475,91.16250000000001,0.4100467289719626,86.0,6.0,3.0,1.0,2.0,8,0.4723565557785711,Full (n=38846)
Round 0,Project : Multiloop: 3 Branches Unevenly Spaced (1),0.5,1.2810833333333334,83.89166666666667,0.3543613707165109,86.0,4.0,2.0,1.0,1.0,12,0.42339456402196124,Full (n=38846)
Round 0,Project : Multiloop: 3 Branches Unevenly Spaced (2),0.5555555555555556,1.5150000000000001,86.8111111111111,0.35721703011422634,86.0,4.0,2.0,1.0,1.0,9,0.3880936233714072,Full (n=38846)
Round 0,"Project : Multiloop: 3 Branches, 12 Unpaired Bases",0.5,1.4055,91.44166666666666,0.36915887850467294,86.0,4.0,2.0,1.0,1.0,12,0.42263354909488826,Full (n=38846)
Round 0,"Project : Multiloop: 3 Branches, No Unpaired Bases",0.6666666666666666,1.667,77.63333333333334,0.38213914849428865,86.0,4.0,2.0,1.0,1.0,9,0.4531937403461016,Full (n=38846)
Round 0,Project : Multiloop: 4 Branches Separated by Single Unpaired Bases,0.4444444444444444,1.3031111111111109,85.47777777777777,0.42263759086188996,86.0,5.0,3.0,1.0,1.0,9,0.4712567176410899,Full (n=38846)
Round 0,Project : Multiloop: Two Pairs of Adjacent Stacks,0.6363636363636364,2.3036363636363633,90.79090909090908,0.38912489379779097,86.0,5.0,3.0,0.9090909090909091,1.0909090909090908,11,0.43800035091136635,Full (n=38846)
Round 0,Project : Neck Length 2 - 4 branch multiloop,0.875,8.304875000000001,84.5,0.3866822429906542,86.0,6.5,3.875,0.625,2.0,8,0.49568061160134297,Full (n=38846)
Round 0,Project : Nupack's Finger Revisited,0.7142857142857143,1.4858571428571428,87.04285714285713,0.4512683578104139,86.0,4.0,1.0,3.0,0.0,7,0.5640514612104158,Full (n=38846)
Round 0,Project : Plain Hooked,1.0,1.1655714285714285,83.42857142857143,0.45126835781041397,86.0,6.0,1.0,5.0,0.0,7,0.5327756814414092,Full (n=38846)
Round 0,Project : Pseudoknot 1: Minimal,0.0,1.3942857142857144,85.89999999999999,0.24432576769025366,86.0,2.0,1.0,1.0,0.0,7,0.255488958315897,Full (n=38846)
Round 0,Project : Pseudoknot 2: Biotin-Binding Pseudoknot,0.18181818181818182,1.4784545454545452,85.44545454545454,0.2565845369583687,86.0,2.0,1.0,1.0,0.0,11,0.36238368789718295,Full (n=38846)
Round 0,Project : Repetitive Structures,0.875,1.0578750000000001,78.825,0.4579439252336448,86.0,6.875,1.875,4.125,0.875,8,0.607244188035171,Full (n=38846)
Round 0,"Project : Reshiram, Zekrom, Kyurem",1.0,2.011,90.67999999999999,0.4336448598130841,86.0,6.0,2.0,3.0,1.0,5,0.40896725128044964,Full (n=38846)
Round 0,Project : S&E5 Modified,0.5,2.1232499999999996,76.35,0.3317757009345794,86.0,4.0,1.75,1.5,0.75,4,0.14605722473611074,Full (n=38846)
Round 0,Project : Saccharomyces Cerevisiae Loop Structure,1.0,2.76975,89.675,0.35514018691588783,86.0,5.0,3.0,1.0,1.0,4,0.2820954564347916,Full (n=38846)
Round 0,Project : Sample puzzle for lab,0.5555555555555556,1.784111111111111,83.71111111111111,0.4226375908618899,86.0,6.0,3.0,2.0,1.0,9,0.4424249372976685,Full (n=38846)
Round 0,Project : Sharklike V-1 (SHAPE data Exp-1),0.8,1.7754,83.74,0.3644859813084112,86.0,4.0,2.0,1.0,1.0,5,0.4984687743305689,Full (n=38846)
Round 0,Project : Sharklike V-2 (SHAPE data Exp-2),1.0,1.28,89.325,0.37850467289719625,86.0,4.0,2.0,1.0,1.0,4,0.4702597528871607,Full (n=38846)
Round 0,Project : Test of RNAfold (1),0.5,4.904625000000001,93.33749999999999,0.3948598130841121,86.0,6.0,2.0,3.0,1.0,8,0.31129740648586457,Full (n=38846)
Round 0,Project : Test of RNAfold (2),0.8,3.8572,92.8,0.3177570093457944,86.0,4.0,2.0,1.0,1.0,5,0.3406223863447653,Full (n=38846)
Round 0,Project : Test of RNAfold (3),1.0,2.86625,89.325,0.39485981308411217,86.0,6.0,2.0,3.0,1.0,4,0.400954772059967,Full (n=38846)
Round 0,Project : Test of RNAfold (4),0.8,2.7708000000000004,87.72,0.4392523364485982,86.0,6.0,2.0,3.0,1.0,5,0.4125536802642029,Full (n=38846)
Round 0,Project : Test of RNAfold (5),1.0,2.7230000000000003,89.76666666666667,0.40809968847352024,86.0,6.166666666666667,2.1666666666666665,2.8333333333333335,1.1666666666666667,6,0.5016778213549005,Full (n=38846)
Round 0,Project : Testing various loop designs,0.43243243243243246,2.8407837837837837,87.67837837837837,0.311694872442536,86.0,4.081081081081081,1.4594594594594594,2.1621621621621623,0.4594594594594595,37,0.5900319378418737,Full (n=38846)
Round 0,Project : Thicker Zigzag,0.47619047619047616,1.8996666666666673,81.20952380952382,0.3275478415665331,86.0,5.0,1.0,4.0,0.0,21,0.39573942072103335,Full (n=38846)
Round 0,Project : Tobramycin Aptamer,0.3333333333333333,1.5641666666666667,77.78333333333335,0.28115264797507783,86.0,3.0,1.0,2.0,0.0,12,0.37323596713627466,Full (n=38846)
Round 0,Project : Two bulges and a 1-2 loop (reverse),0.0,1.8336666666666666,79.10000000000001,0.3333333333333333,86.0,5.0,1.0,4.0,0.0,3,0.15678411611893142,Full (n=38846)
Round 0,Project : Two stacks,0.7142857142857143,1.1742857142857142,79.53571428571429,0.36715620827770357,86.0,3.0,2.0,0.0,1.0,14,0.6618935764519227,Full (n=38846)
Round 0,Project : Uracil Reduction,0.42857142857142855,2.1757142857142857,87.05714285714285,0.4432576769025367,86.0,6.0,1.2857142857142858,4.428571428571429,0.2857142857142857,7,0.366684863826466,Full (n=38846)
Round 0,Project : Zigzag: 1-Nucleotide Bulge (1),0.0,1.2602499999999999,82.175,0.29672897196261677,86.0,4.0,1.0,3.0,0.0,8,0.26446428970298336,Full (n=38846)
Round 0,Project : Zigzag: 1-Nucleotide Bulge (2),0.0,1.2964285714285713,84.37142857142855,0.2923898531375167,86.0,4.0,1.0,3.0,0.0,7,0.27343837863721704,Full (n=38846)
Round 0,Project : Zigzag: 1-Nucleotide Bulge (3),0.2857142857142857,1.7252857142857143,84.38571428571429,0.2777036048064085,86.0,4.0,1.0,3.0,0.0,7,0.2516882716466975,Full (n=38846)
Round 0,Project : Zigzag: 1-Nucleotide Bulge (4),0.16666666666666666,1.5955000000000001,80.0,0.278816199376947,86.0,4.0,1.0,3.0,0.0,6,0.25784166922869317,Full (n=38846)
Round 0,Project : chain lengh an loop size series 1-3,0.3333333333333333,1.4546666666666666,85.8,0.4423676012461059,86.0,6.0,3.0,2.0,1.0,3,0.1243518458953254,Full (n=38846)
Round 0,Project : chain length and loop size series 1-4,0.3333333333333333,1.7060000000000002,95.13333333333333,0.40186915887850466,86.0,6.0,3.0,2.0,1.0,3,0.13298919393968608,Full (n=38846)
Round 0,Project : chain length and loop size series 1-5,0.3333333333333333,2.613,96.43333333333334,0.4236760124610592,86.0,6.0,3.0,2.0,1.0,3,0.0978683062165307,Full (n=38846)
Round 0,Project : chain length and loop size series 1-8,0.3333333333333333,1.4473333333333336,90.66666666666667,0.4485981308411215,86.0,6.0,3.0,2.0,1.0,3,0.13298919393968608,Full (n=38846)
Round 0,Project : chain lenth and loop size series 1-9,0.6,0.9754000000000002,84.8,0.4355140186915888,86.0,6.0,3.0,2.0,1.0,5,0.24964787396996524,Full (n=38846)
Round 0,Project : comparison series:,0.3103448275862069,1.1514137931034483,82.02413793103447,0.29842088301643566,86.0,3.0,1.0,2.0,0.0,29,0.5446025362309715,Full (n=38846)
Round 0,Project : comparison series: 1-1,0.2631578947368421,1.1147368421052632,81.61578947368422,0.2848007870142646,86.0,2.9473684210526314,1.0,1.9473684210526316,0.0,19,0.4304857370719609,Full (n=38846)
Round 0,Project : comparison series: 1-15,0.16666666666666666,1.5315,83.85,0.3063343717549325,86.0,3.0,1.0,2.0,0.0,18,0.3872111203616141,Full (n=38846)
Round 0,Project : comparison series: 10-10,0.1111111111111111,1.2882222222222222,85.93333333333334,0.30114226375908615,86.0,3.0,1.0,2.0,0.0,9,0.29749549598369823,Full (n=38846)
Round 0,Project : comparison series: 10-15,0.2,1.7865000000000002,91.61000000000001,0.3009345794392523,86.0,3.0,1.0,2.0,0.0,10,0.3485943841194454,Full (n=38846)
Round 0,Project : comparison series: 10-2,0.0,1.4066666666666667,81.77777777777777,0.3115264797507788,86.0,3.0,1.0,2.0,0.0,9,0.30451380519378723,Full (n=38846)
Round 0,Project : comparison series: 11-11,0.4,1.6421,91.07000000000001,0.30934579439252335,86.0,3.0,1.0,2.0,0.0,10,0.33311533331673515,Full (n=38846)
Round 0,Project : comparison series: 11-15,0.0,1.7732999999999997,91.46,0.302803738317757,86.0,3.0,1.0,2.0,0.0,10,0.3606763222230279,Full (n=38846)
Round 0,Project : comparison series: 12-12,0.2857142857142857,2.325714285714286,89.52857142857144,0.2963951935914552,86.0,3.0,1.0,2.0,0.0,7,0.2984389238045934,Full (n=38846)
Round 0,Project : comparison series: 12-15,0.18181818181818182,2.1020909090909092,89.33636363636364,0.30586236193712824,86.0,3.0,1.0,2.0,0.0,11,0.3725050124409315,Full (n=38846)
Round 0,Project : comparison series: 13-13,0.0,2.0541428571428573,92.0,0.2963951935914552,86.0,3.0,1.0,2.0,0.0,7,0.33734825303054167,Full (n=38846)
Round 0,Project : comparison series: 13-15,0.2,2.248,90.66,0.31214953271028034,86.0,3.0,1.0,2.0,0.0,10,0.3667064577689163,Full (n=38846)
Round 0,Project : comparison series: 14-14,0.14285714285714285,2.4864285714285717,90.1,0.2963951935914552,86.0,3.0,1.0,2.0,0.0,7,0.3139403936026646,Full (n=38846)
Round 0,Project : comparison series: 14-15,0.4,2.492,89.06,0.2953271028037383,86.0,3.0,1.0,2.0,0.0,10,0.35082997690339884,Full (n=38846)
Round 0,Project : comparison series: 15-1,0.38461538461538464,1.4243846153846156,82.35384615384616,0.301941049604601,86.0,3.0,1.0,2.0,0.0,13,0.32844731626508955,Full (n=38846)
Round 0,Project : comparison series: 15-10,0.375,1.9673749999999999,88.8375,0.2955607476635514,86.0,3.0,1.0,2.0,0.0,8,0.3208359500079857,Full (n=38846)
Round 0,Project : comparison series: 15-11,0.0,1.9091428571428568,89.88571428571429,0.2963951935914552,86.0,3.0,1.0,2.0,0.0,7,0.3097767331977436,Full (n=38846)
Round 0,Project : comparison series: 15-12,0.0,1.9915714285714288,88.75714285714287,0.3070761014686248,86.0,3.0,1.0,2.0,0.0,7,0.2945096342838603,Full (n=38846)
Round 0,Project : comparison series: 15-13,0.14285714285714285,2.3472857142857144,89.5,0.3070761014686248,86.0,3.0,1.0,2.0,0.0,7,0.2959495574857755,Full (n=38846)
Round 0,Project : comparison series: 15-14,0.25,2.9751250000000002,89.17500000000001,0.3037383177570093,86.0,3.0,1.0,2.0,0.0,8,0.2789981231473439,Full (n=38846)
Round 0,Project : comparison series: 15-15,0.5454545454545454,2.7523636363636363,86.43636363636364,0.31435853865760405,86.0,3.0,1.0,2.0,0.0,11,0.3355887242715284,Full (n=38846)
Round 0,Project : comparison series: 15-2,0.5,1.5134166666666664,82.88333333333333,0.30607476635514014,86.0,3.0,1.0,2.0,0.0,12,0.35519328863184907,Full (n=38846)
Round 0,Project : comparison series: 15-3,0.0,1.359875,83.15,0.3072429906542055,86.0,3.0,1.0,2.0,0.0,8,0.29161686657111696,Full (n=38846)
Round 0,Project : comparison series: 15-4,0.18181818181818182,1.4213636363636362,85.32727272727273,0.31350892098555644,86.0,3.0,1.0,2.0,0.0,11,0.36364582921285976,Full (n=38846)
Round 0,Project : comparison series: 15-5,0.125,1.5695,88.325,0.3095794392523364,86.0,3.0,1.0,2.0,0.0,8,0.3440445423351348,Full (n=38846)
Round 0,Project : comparison series: 15-6,0.5,1.8388750000000003,90.0,0.3002336448598131,86.0,3.0,1.0,2.0,0.0,8,0.32642607434523846,Full (n=38846)
Round 0,Project : comparison series: 15-7,0.0,1.6716250000000001,89.175,0.3107476635514018,86.0,3.0,1.0,2.0,0.0,8,0.3256604413893629,Full (n=38846)
Round 0,Project : comparison series: 15-8,0.125,1.481375,89.675,0.3037383177570093,86.0,3.0,1.0,2.0,0.0,8,0.32395154098468865,Full (n=38846)
Round 0,Project : comparison series: 15-9,0.375,1.7480000000000002,89.48750000000001,0.3107476635514018,86.0,3.0,1.0,2.0,0.0,8,0.3161469915085578,Full (n=38846)
Round 0,Project : comparison series: 2-10,0.16666666666666666,1.1690833333333335,77.675,0.3200934579439252,86.0,3.0,1.0,2.0,0.0,12,0.4152628244817034,Full (n=38846)
Round 0,Project : comparison series: 2-15,0.1875,1.921875,82.74374999999999,0.30665887850467294,86.0,3.0,1.0,2.0,0.0,16,0.38613006831523383,Full (n=38846)
Round 0,Project : comparison series: 2-2,0.1875,1.08575,82.91875,0.2827102803738318,86.0,3.0,1.0,2.0,0.0,16,0.45459516063794664,Full (n=38846)
Round 0,Project : comparison series: 2-3,0.25,1.225875,85.83749999999999,0.30724299065420557,86.0,3.0,1.0,2.0,0.0,8,0.3030863837800241,Full (n=38846)
Round 0,Project : comparison series: 2-4,0.2,1.1049,80.12,0.31588785046728973,86.0,3.0,1.0,2.0,0.0,10,0.3967636160489305,Full (n=38846)
Round 0,Project : comparison series: 2-5,0.2857142857142857,1.2045714285714286,80.95714285714287,0.3004005340453938,86.0,3.0,1.0,2.0,0.0,7,0.2953460724649765,Full (n=38846)
Round 0,Project : comparison series: 2-6,0.25,1.3450000000000002,81.8375,0.3037383177570093,86.0,3.0,1.0,2.0,0.0,8,0.3459823611851922,Full (n=38846)
Round 0,Project : comparison series: 2-7,0.125,1.012,80.9875,0.3177570093457944,86.0,3.0,1.0,2.0,0.0,8,0.322523924069051,Full (n=38846)
Round 0,Project : comparison series: 2-8,0.2727272727272727,1.2254545454545456,79.88181818181819,0.32030586236193714,86.0,3.0,1.0,2.0,0.0,11,0.38494401257831634,Full (n=38846)
Round 0,Project : comparison series: 2-9,0.0,1.0410909090909093,80.48181818181818,0.32370433305012747,86.0,3.0,1.0,2.0,0.0,11,0.37154962568578337,Full (n=38846)
Round 0,Project : comparison series: 3-15,0.17647058823529413,1.5968235294117648,84.0,0.3111599780098956,86.0,3.0,1.0,2.0,0.0,17,0.392589336502763,Full (n=38846)
Round 0,Project : comparison series: 4-15,0.18181818181818182,1.604090909090909,86.29999999999998,0.31265930331350894,86.0,3.0,1.0,2.0,0.0,11,0.3681175989836323,Full (n=38846)
Round 0,Project : comparison series: 4-2,0.125,1.3956250000000001,84.66250000000001,0.30724299065420557,86.0,3.0,1.0,2.0,0.0,8,0.3119143620453324,Full (n=38846)
Round 0,Project : comparison series: 4-4,0.3333333333333333,1.147066666666667,80.97333333333333,0.2953271028037383,86.0,3.0,1.0,2.0,0.0,15,0.4573742666198508,Full (n=38846)
Round 0,Project : comparison series: 5-15,0.14285714285714285,1.4017857142857142,85.42857142857143,0.31508678237650195,86.0,3.0,1.0,2.0,0.0,14,0.3946109938252424,Full (n=38846)
Round 0,Project : comparison series: 5-2,0.0,1.3257500000000002,85.3375,0.31425233644859807,86.0,3.0,1.0,2.0,0.0,8,0.30735440431830047,Full (n=38846)
Round 0,Project : comparison series: 6-15,0.0,1.4675384615384615,89.42307692307692,0.308411214953271,86.0,3.0,1.0,2.0,0.0,13,0.4014774111745715,Full (n=38846)
Round 0,Project : comparison series: 6-2,0.125,1.2665,82.35,0.3025700934579439,86.0,3.0,1.0,2.0,0.0,8,0.31095870890834004,Full (n=38846)
Round 0,Project : comparison series: 6-6,0.3076923076923077,1.3606923076923076,82.16153846153847,0.3098490294751977,86.0,3.0,1.0,2.0,0.0,13,0.4139679175135752,Full (n=38846)
Round 0,Project : comparison series: 7-15,0.0,1.8717,88.00000000000001,0.2990654205607476,86.0,3.0,1.0,2.0,0.0,10,0.34906553222251063,Full (n=38846)
Round 0,Project : comparison series: 7-2,0.0,1.0975555555555556,77.78888888888889,0.3032191069574247,86.0,3.0,1.0,2.0,0.0,9,0.3049450916052635,Full (n=38846)
Round 0,Project : comparison series: 7-7,0.2857142857142857,1.2570000000000001,82.47142857142858,0.31108144192256343,86.0,3.0,1.0,2.0,0.0,14,0.36543746038005015,Full (n=38846)
Round 0,Project : comparison series: 8-15,0.2,1.8064,91.85,0.3009345794392523,86.0,3.0,1.0,2.0,0.0,10,0.3401844991455646,Full (n=38846)
Round 0,Project : comparison series: 8-2,0.1,1.2988000000000002,82.0,0.305607476635514,86.0,3.0,1.0,2.0,0.0,10,0.3471682608415431,Full (n=38846)
Round 0,Project : comparison series: 8-8,0.14285714285714285,1.5177142857142856,85.72857142857143,0.29906542056074764,86.0,3.0,1.0,2.0,0.0,7,0.31472298417834893,Full (n=38846)
Round 0,Project : comparison series: 9-15,0.1,1.95,90.66,0.3065420560747663,86.0,3.0,1.0,2.0,0.0,10,0.358703985009868,Full (n=38846)
Round 0,Project : comparison series: 9-2,0.0,1.4891111111111113,81.9111111111111,0.2990654205607476,86.0,3.0,1.0,2.0,0.0,9,0.30459733049452414,Full (n=38846)
