package,Dataset,pearson_mean,pearson_std,pearson_percentile_2.5,pearson_percentile_97.5,pearson_zscore_by_Dataset_mean,pearson_zscore_by_Dataset_std,pearson_zscore_by_Dataset_percentile_2.5,pearson_zscore_by_Dataset_percentile_97.5,window_size,Lev_filter,Class
contrafold_2,"Sun, 2019 HEK293 nucleoplasm in vivo",0.11891917553550009,0.031151673761247046,0.0527540207125,0.176616425605,-0.3226853318407533,0.926166492567441,-1.9295630671275132,1.5675246315833304,300,40,mRNA
eternafold_B,"Sun, 2019 HEK293 chromatin in vitro",0.18983331721210014,0.021111080207196865,0.146979958285,0.2301840385825,0.5469559360790331,0.7015417318162839,-0.9593502374126881,1.7211416739952732,300,40,mRNA
eternafold_B,"Sun, 2019 HEK293 chromatin in vivo",0.1695757071007,0.05474373101692154,0.05680847259750001,0.27499195231000007,-0.018870325162895697,0.8910625650718446,-1.7474863697905678,1.5906730869529697,300,40,mRNA
eternafold_B,"Sun, 2019 HEK293 cytoplasm in vitro",0.1738709224554998,0.017334755148734126,0.1381046861125,0.20777536680499997,1.5061987265846024,0.3989980932883922,0.5428710372103581,2.117912248416853,300,40,mRNA
eternafold_B,"Sun, 2019 HEK293 cytoplasm in vivo",0.15708541149640007,0.027987155030225686,0.10033459794749999,0.2101047459275,0.8467425991671323,0.6486436348654187,-0.6970831280588354,1.884638278939868,300,40,mRNA
eternafold_B,"Sun, 2019 HEK293 nucleoplasm in vitro",0.18154001904750006,0.017449907770892534,0.14831100049999998,0.2150493150575,1.4023999964128606,0.44094145069586227,0.4133045955445787,2.0524710063457023,300,40,mRNA
eternafold_B,"Sun, 2019 HEK293 nucleoplasm in vivo",0.13144867345510003,0.02896431803748975,0.0764612996175,0.18551472418999998,0.06525533482127518,0.8622595179740846,-1.5628017942791874,1.7192508193412703,300,40,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 chromatin in vitro",0.1577100153111,0.0221918336298294,0.1152323771075,0.199950144035,-0.5738075248329356,0.7311258707087306,-1.7850377470494492,0.8792314428577228,300,40,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 chromatin in vivo",0.1481594599747001,0.058808607397002784,0.030503863145,0.26008099902,-0.3762020343934232,0.9266522555883723,-1.9473037227096093,1.4285101523250456,300,40,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 cytoplasm in vitro",0.13116332936290012,0.019644325558886754,0.09328161624499999,0.16956933466250002,0.04180593062811551,0.6399765487061265,-1.2005049841608966,1.2792735877298018,300,40,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 cytoplasm in vivo",0.09562244271300006,0.032083407214094944,0.030528286197500004,0.15281796760250002,-0.720496308917755,0.7269092205548964,-1.9716220879354018,0.7179855913165156,300,40,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 nucleoplasm in vitro",0.13788178848309984,0.01957380791226739,0.10099572937250001,0.17645722107249998,-0.10592356859248937,0.6529811149236235,-1.3658559467166835,1.2105755358995287,300,40,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 nucleoplasm in vivo",0.1314157082407001,0.03242141429454531,0.0664145390525,0.191702248405,0.05563699712048882,0.9516823282977932,-1.729329890493514,1.7021278788159206,300,40,mRNA
rnastructure,"Sun, 2019 HEK293 chromatin in vitro",0.1681176821639001,0.02406793255915298,0.122338341235,0.21679678147,-0.20167352232922572,0.7656025010066558,-1.5697967702989652,1.2684261030723136,300,40,mRNA
rnastructure,"Sun, 2019 HEK293 chromatin in vivo",0.18168239701309974,0.05186023174503557,0.0803351252325,0.2814019431675,0.17166695716662803,0.8826447013074523,-1.5934280960509657,1.7077455841323224,300,40,mRNA
rnastructure,"Sun, 2019 HEK293 cytoplasm in vitro",0.10915023378660015,0.019937637724903992,0.06911605693,0.14729514658249998,-0.6842429513262286,0.5904774514615857,-1.7193939781111178,0.5128356099363852,300,40,mRNA
rnastructure,"Sun, 2019 HEK293 cytoplasm in vivo",0.10863292904439993,0.03430000812376774,0.03721176818000001,0.17165583473999999,-0.3898338704358262,0.7980190514683784,-1.8365307018873043,1.1816851490650861,300,40,mRNA
rnastructure,"Sun, 2019 HEK293 nucleoplasm in vitro",0.11138174040150005,0.02032349869064627,0.07010150985750001,0.1513908204325,-0.9988851248327799,0.585388989669304,-1.9524335640137536,0.31917084708167653,300,40,mRNA
rnastructure,"Sun, 2019 HEK293 nucleoplasm in vivo",0.12801161234990013,0.030378404086270974,0.06807019547500001,0.18657076139499998,-0.03622763174102876,0.9205582438923627,-1.731499585651954,1.6672899286104945,300,40,mRNA
rnastructure_60C,"Sun, 2019 HEK293 chromatin in vitro",0.18986918410440015,0.02167139535151515,0.14645842328,0.232671878635,0.5604872193225227,0.6970324271114016,-0.8944169147063372,1.7209939152425178,300,40,mRNA
rnastructure_60C,"Sun, 2019 HEK293 chromatin in vivo",0.17547389494809967,0.05823786620865905,0.058724943215000006,0.28416228429,0.07717685708867339,0.9197901129025184,-1.7098285314631996,1.7276302376268775,300,40,mRNA
rnastructure_60C,"Sun, 2019 HEK293 cytoplasm in vitro",0.11844084096329993,0.019947263399749043,0.0810680419525,0.1595080068725,-0.38144635321017994,0.6385216721744297,-1.4982208835852249,0.9302744422882843,300,40,mRNA
rnastructure_60C,"Sun, 2019 HEK293 cytoplasm in vivo",0.14489679770689998,0.03093379441881417,0.0872646668475,0.20681253225750001,0.5220176360873316,0.7356453826566611,-1.064980199107265,1.786830377698909,300,40,mRNA
rnastructure_60C,"Sun, 2019 HEK293 nucleoplasm in vitro",0.14369658661559992,0.0198839422823758,0.105349518555,0.18110199498250001,0.10101456990737652,0.6378829481330189,-1.0820430765979299,1.2915253557721618,300,40,mRNA
rnastructure_60C,"Sun, 2019 HEK293 nucleoplasm in vivo",0.14195466343600005,0.030300632473171524,0.08586914078,0.20005270496999997,0.37463498184799554,0.8687387302344471,-1.4286048056719944,1.8801547221195505,300,40,mRNA
vienna_2,"Sun, 2019 HEK293 chromatin in vitro",0.16214128735020014,0.022896428294527066,0.118279999955,0.206041927195,-0.42053833933175266,0.7549908790399638,-1.746120259492963,1.1401001528177235,300,40,mRNA
vienna_2,"Sun, 2019 HEK293 chromatin in vivo",0.17952173599130028,0.051989612364466246,0.0780069792025,0.2778847084825,0.1549454096542492,0.8604463913367925,-1.5678190263205019,1.6570838855879244,300,40,mRNA
vienna_2,"Sun, 2019 HEK293 cytoplasm in vitro",0.11710924236650003,0.020366949069509862,0.0782952625125,0.1583053319225,-0.4213780311757699,0.6340339174766828,-1.5341420263031362,0.8858692124904372,300,40,mRNA
vienna_2,"Sun, 2019 HEK293 cytoplasm in vivo",0.09934337650160009,0.03431384481767957,0.032067977850000005,0.16370072498750002,-0.6259617448620532,0.7756037968093547,-1.9400149893982648,0.9853014928950249,300,40,mRNA
vienna_2,"Sun, 2019 HEK293 nucleoplasm in vitro",0.12055446553409994,0.020912573570821845,0.08182119695500001,0.1624328943475,-0.6856026569263485,0.6220383132665965,-1.7511049413765698,0.5905597909410171,300,40,mRNA
vienna_2,"Sun, 2019 HEK293 nucleoplasm in vivo",0.1260103383234998,0.03165925693546177,0.0624256174675,0.188554491445,-0.10333001114702207,0.9105489581700609,-1.788919703835899,1.6431383834887063,300,40,mRNA
vienna_2_60C,"Sun, 2019 HEK293 chromatin in vitro",0.1973287318762001,0.02097890564080212,0.154694110655,0.2381303679575,0.8329949525149883,0.6768025040501497,-0.6619810976587496,1.9731317498753083,300,40,mRNA
vienna_2_60C,"Sun, 2019 HEK293 chromatin in vivo",0.17584544549460004,0.05968948050089347,0.05328907169,0.28729383069500003,0.08002560750496315,0.9536203120093619,-1.7494919216627496,1.7184641981215776,300,40,mRNA
vienna_2_60C,"Sun, 2019 HEK293 cytoplasm in vitro",0.11391192041760007,0.01925054219448131,0.0732038376375,0.1490721933175,-0.5341770876433014,0.5976203817692926,-1.6425339155134893,0.6253485095883959,300,40,mRNA
vienna_2_60C,"Sun, 2019 HEK293 cytoplasm in vivo",0.1303901977506999,0.03216588650701104,0.0663853216075,0.19096266610999998,0.16107951714456692,0.7754343306972594,-1.3942995946031658,1.552383003789814,300,40,mRNA
vienna_2_60C,"Sun, 2019 HEK293 nucleoplasm in vitro",0.1442813406695001,0.019363918895507412,0.1047568636525,0.18140932112250002,0.12119592772478241,0.6266467522636392,-1.1421926028629752,1.305992764063847,300,40,mRNA
vienna_2_60C,"Sun, 2019 HEK293 nucleoplasm in vivo",0.12862265288750022,0.029897245413188188,0.06745540136,0.18790031519749997,-0.03328433906095441,0.8958814298080953,-1.7316214112137578,1.6327495744738414,300,40,mRNA
contrafold_2,1_deg_50C,0.20570423501070037,0.028821716300186647,0.1734924299,0.27986374831,0.3824412012724006,0.9254850724003728,-0.7401514343161271,2.429430784582098,300,40,synthetic RNA
contrafold_2,1_deg_Mg_50C,0.2053572939932001,0.028134564842411572,0.1741511328325,0.274096527135,0.35872828424816594,0.9025407363631212,-0.7189746258794371,2.354892525712412,300,40,synthetic RNA
contrafold_2,1_deg_Mg_pH10,0.18177372635335012,0.029301318262035456,0.149427898705,0.2565655045975,0.11735480848793273,0.9555283619088438,-1.0116580596520426,2.3753747877836364,300,40,synthetic RNA
contrafold_2,1_deg_pH10,0.18077886405089993,0.028864777188531344,0.1480506592325,0.2553034428674999,0.0879884768026664,0.9440510608873189,-1.067743218703929,2.387089054509313,300,40,synthetic RNA
contrafold_2,1_reactivity,0.5268012426129486,0.014497415345748613,0.503483806365,0.5430518768875,0.20410728646958995,0.41952275010409645,-0.4569198635068521,0.6886381990129748,300,40,synthetic RNA
contrafold_2,2_deg_Mg_50C,0.3156322257889009,0.02192151558852471,0.28392721495,0.35852859008250004,0.41959150223740055,0.9008704246415492,-0.8912677463127265,2.0693563240647945,300,40,synthetic RNA
contrafold_2,2_deg_Mg_pH10,0.33300214794040034,0.017434304472685003,0.3084732298775,0.36226203695500003,0.20371415793166456,0.8762085425613828,-1.0381742475348352,1.6468815119772096,300,40,synthetic RNA
contrafold_2,2_reactivity,0.6493525463703502,0.0018916453540818007,0.6462120414325,0.6534656856750001,0.39243841268386276,0.0920859090130893,0.2372277481862382,0.5827836409242958,300,40,synthetic RNA
eternafold_B,1_deg_50C,0.21144413866409983,0.030676015856902016,0.17721194032,0.28554328738,0.5842984896043479,0.974610497735551,-0.6333463417560042,2.6643538340770037,300,40,synthetic RNA
eternafold_B,1_deg_Mg_50C,0.21128578833445047,0.030303036912957697,0.17782092188250004,0.28217530644999994,0.5645909560053736,0.9627646227401131,-0.6261907019345752,2.5746036333005375,300,40,synthetic RNA
eternafold_B,1_deg_Mg_pH10,0.18531726530865006,0.031046616354694915,0.15280553245,0.2660281277875,0.23502971261161207,0.9941535389359076,-0.9335192976961656,2.5797885368605455,300,40,synthetic RNA
eternafold_B,1_deg_pH10,0.18509193475824992,0.03081449927729716,0.1517773389675,0.26572754920749997,0.22609757757183285,0.9873321944502434,-0.966910835511315,2.5847785586102825,300,40,synthetic RNA
eternafold_B,1_reactivity,0.5640987923651493,0.009614743296777669,0.5460385629875001,0.5751162071725,1.285845168625164,0.2769154824208249,0.8048195157452469,1.654093148866857,300,40,synthetic RNA
eternafold_B,2_deg_Mg_50C,0.32186807936629996,0.022149981139220398,0.29072496881500004,0.36545367658749994,0.6813813805948946,0.8959890929156231,-0.6039043183125854,2.2757389882680807,300,40,synthetic RNA
eternafold_B,2_deg_Mg_pH10,0.3438485824928003,0.018846536292181047,0.317483777705,0.3759451570225,0.7541430581457921,0.9347891602157167,-0.5707587584169217,2.1828490674321097,300,40,synthetic RNA
eternafold_B,2_reactivity,0.6757305593918994,0.003072161393982518,0.6712158028875,0.681237189815,1.711070393296887,0.14818859379355617,1.4914338007154901,1.9560392126996353,300,40,synthetic RNA
rnasoft_blstar,1_deg_50C,0.1915167900019002,0.023065099787429686,0.16511292797000002,0.2503455806975,-0.10553835968980328,0.7812254787723709,-1.086940349170649,1.769538868972321,300,40,synthetic RNA
rnasoft_blstar,1_deg_Mg_50C,0.1920277506908497,0.02484608581127679,0.16414999321999998,0.2580419234325,-0.1088280985980265,0.8093742747966194,-1.080126208280557,2.049087144572499,300,40,synthetic RNA
rnasoft_blstar,1_deg_Mg_pH10,0.1701516856419501,0.025020206175818013,0.1398256249075,0.23396841380999997,-0.2858154651415363,0.8598106352040832,-1.3150485332248547,1.935258072197306,300,40,synthetic RNA
rnasoft_blstar,1_deg_pH10,0.1697969994960001,0.02508988107505191,0.137220323425,0.23363014795499995,-0.2973224951917271,0.8570146398464498,-1.3969959086802815,1.880411333942003,300,40,synthetic RNA
rnasoft_blstar,1_reactivity,0.5299204561846005,0.018085181890341924,0.502598205975,0.5501819272524999,0.2949597637564182,0.5233279728340626,-0.479636206924815,0.8844503857233003,300,40,synthetic RNA
rnasoft_blstar,2_deg_Mg_50C,0.3037622147412997,0.018845271743604772,0.2753710459875,0.34038040971249994,-0.07761581091375619,0.7886899383967639,-1.2524051212313276,1.4170981112137855,300,40,synthetic RNA
rnasoft_blstar,2_deg_Mg_pH10,0.32721644751294976,0.016111457614589795,0.30499177309750003,0.35564127668500006,-0.08862740929334095,0.8106425741084825,-1.2008904237871476,1.3335896069385038,300,40,synthetic RNA
rnasoft_blstar,2_reactivity,0.6434327027465997,0.002181552052648457,0.638966588435,0.6469678922825,0.09648436687623686,0.10742652135287223,-0.12161912085569924,0.2729273679944412,300,40,synthetic RNA
rnastructure,1_deg_50C,0.17621396826970026,0.020238069486028885,0.15240188405750002,0.227262466035,-0.6432337771684435,0.7069744777965266,-1.5402339921200694,1.2105004768932504,300,40,synthetic RNA
rnastructure,1_deg_Mg_50C,0.1764958291161498,0.02067970014243686,0.1515101320175,0.2305986600624999,-0.6407387598003942,0.7065040430368088,-1.5416140052135976,1.13671346758234,300,40,synthetic RNA
rnastructure,1_deg_Mg_pH10,0.1721166531878001,0.024796039395129522,0.144641027455,0.2356242618249999,-0.22084807022578556,0.8472643336538463,-1.2315785824814243,1.894751950627016,300,40,synthetic RNA
rnastructure,1_deg_pH10,0.17219740856155008,0.025220913197684172,0.143244494035,0.23679033018249995,-0.21339965666604627,0.8622054668964443,-1.2451446315856212,1.9076221497586812,300,40,synthetic RNA
rnastructure,1_reactivity,0.4788452350335496,0.028321496773587758,0.4395310925925,0.5095952832449999,-1.1854052828162798,0.8140050366815482,-2.2216212177001786,-0.2724318311909913,300,40,synthetic RNA
rnastructure,2_deg_Mg_50C,0.2881924662276506,0.01813539046073875,0.26152465714500006,0.325420606145,-0.7391772110407049,0.7575642542690781,-1.8665264377031234,0.7991100107577488,300,40,synthetic RNA
rnastructure,2_deg_Mg_pH10,0.3152285382770001,0.015012860433557087,0.29419134272499997,0.34156585572500003,-0.6977299357998521,0.7598402316504523,-1.7502721781188346,0.6493757732983793,300,40,synthetic RNA
rnastructure,2_reactivity,0.6161147353077503,0.004140024619735337,0.6090890936975001,0.6219521447725,-1.2690232322962194,0.20290868696120262,-1.6027281743668875,-0.97712561414948,300,40,synthetic RNA
rnastructure_60C,1_deg_50C,0.19947642208589955,0.02742995318245732,0.16907970757250002,0.2700729060225,0.16691610623949885,0.8957094213127732,-0.9211268405063685,2.2571914497848584,300,40,synthetic RNA
rnastructure_60C,1_deg_Mg_50C,0.19960464923234983,0.027030224885906624,0.16849670577,0.2641355192075,0.1630389621729243,0.901140064323474,-0.9327947255783161,2.1813350862394296,300,40,synthetic RNA
rnastructure_60C,1_deg_Mg_pH10,0.18599859674284977,0.029623443303924347,0.153760502355,0.261455285055,0.26018844820597603,0.9617008771570561,-0.8837295671549625,2.564544526258262,300,40,synthetic RNA
rnastructure_60C,1_deg_pH10,0.18639010753279997,0.029591684812032518,0.154096226355,0.26335231635499995,0.2892897749623277,0.9699363864071368,-0.8613211543376358,2.5914711297110387,300,40,synthetic RNA
rnastructure_60C,1_reactivity,0.5229120481835995,0.021316420779014418,0.4914843743025,0.54635010751,0.09157939377278394,0.6171782094826751,-0.8014774395252129,0.7771540678944523,300,40,synthetic RNA
rnastructure_60C,2_deg_Mg_50C,0.3109041765515491,0.020225522267662152,0.28109705635500004,0.3505304420799999,0.22214637096959092,0.8391655819607746,-1.0240222648683632,1.8475671600070578,300,40,synthetic RNA
rnastructure_60C,2_deg_Mg_pH10,0.3351923353437503,0.01624663530718746,0.3121432956775,0.36334827515749996,0.3176883125268186,0.8157819704568636,-0.8593505673661143,1.6559590728074507,300,40,synthetic RNA
rnastructure_60C,2_reactivity,0.6453017060058988,0.0023554423367490814,0.6404717691875,0.6489980971625,0.1899190100040923,0.11559821123945375,-0.046921371562876596,0.37447127721571305,300,40,synthetic RNA
vienna_2,1_deg_50C,0.1781210743759998,0.02169021246130665,0.1535483122125,0.23364886841749996,-0.580440375528915,0.7538174540953985,-1.5285433594311213,1.3943275992807893,300,40,synthetic RNA
vienna_2,1_deg_Mg_50C,0.17953495388344998,0.022562608976153,0.1538192218175,0.23746234058500001,-0.5357918992780116,0.7861694927506174,-1.5021426799395983,1.4705212886626418,300,40,synthetic RNA
vienna_2,1_deg_Mg_pH10,0.17090697939894942,0.025977850016783488,0.1422829966925,0.234358109755,-0.2634045347842144,0.8874125793451002,-1.3279112868825416,1.9638432201847704,300,40,synthetic RNA
vienna_2,1_deg_pH10,0.17102458408560028,0.025938498446999043,0.14316954274,0.23818540361499999,-0.25386497431158794,0.8927335887713336,-1.3258797839288479,1.9311202625764805,300,40,synthetic RNA
vienna_2,1_reactivity,0.4887217165825509,0.02595828356508632,0.45164507222999994,0.5169859169125,-0.8993060973112238,0.7472304699298492,-1.8886731704827262,-0.06472487363223685,300,40,synthetic RNA
vienna_2,2_deg_Mg_50C,0.2889055189059997,0.016758250577243124,0.2636621069975,0.322172074235,-0.7095739560885459,0.7036358475876588,-1.7676575899615716,0.6763012062211832,300,40,synthetic RNA
vienna_2,2_deg_Mg_pH10,0.3148841249219,0.014098324810687282,0.29455242384749997,0.341084275305,-0.7146476634228215,0.707236530774038,-1.7025550064680226,0.5853730335030181,300,40,synthetic RNA
vienna_2,2_reactivity,0.616632338136649,0.005890032447835959,0.6075540736725,0.6243717864975,-1.243064869381085,0.2912079865252718,-1.666876437142257,-0.8559288525484093,300,40,synthetic RNA
vienna_2_60C,1_deg_50C,0.20027917548720017,0.028720235639289337,0.168455831285,0.2689034679475,0.19555671527091323,0.9486698628728184,-0.9490987915021587,2.290236805884807,300,40,synthetic RNA
vienna_2_60C,1_deg_Mg_50C,0.2009617524649003,0.030180368613534465,0.1674143978325,0.27479604189749984,0.19900055524996793,0.9765752302059864,-0.9550367367834935,2.393766373585984,300,40,synthetic RNA
vienna_2_60C,1_deg_Mg_pH10,0.18332315335469973,0.031735979015530186,0.1501154539475,0.26192871418249997,0.15749510084601556,1.0348111672798885,-1.0264786098714118,2.5356522798911376,300,40,synthetic RNA
vienna_2_60C,1_deg_pH10,0.18314587033054952,0.03173620389064843,0.14985007114499999,0.2652003270575,0.16121129683253474,1.0268696805555035,-1.0440273748050282,2.550916071004086,300,40,synthetic RNA
vienna_2_60C,1_reactivity,0.5269302862803491,0.019703475653232404,0.49756041383000005,0.5484912646225,0.20821976750354507,0.5701476082660373,-0.6300871062366012,0.8430408923070357,300,40,synthetic RNA
vienna_2_60C,2_deg_Mg_50C,0.31044131079029996,0.02012051959397252,0.2811260259675,0.3502407722625,0.20324772424112136,0.8401532181703713,-1.040290359188326,1.8594301863993883,300,40,synthetic RNA
vienna_2_60C,2_deg_Mg_pH10,0.33341586023685044,0.016640433113098315,0.3099903224075,0.3617718292825,0.22545947991173956,0.8325988193792853,-0.9502059603452243,1.6152122571920668,300,40,synthetic RNA
vienna_2_60C,2_reactivity,0.6439465268487992,0.002934959846680095,0.6383744016249999,0.6484135692225,0.12217591881623201,0.145184856638486,-0.15211070050477876,0.3422604489663026,300,40,synthetic RNA
contrafold_2,"Simon,2019 Invitro",0.29714677353790026,0.279982870906913,-0.377991965775,0.7288591785874999,-0.007531483533963603,0.892723720632481,-1.8862540761203082,1.5428091116381013,600,40,viral_gRNA
contrafold_2,"Simon,2019 Invivo",-0.47006218108449993,0.19010879163551103,-0.7748277313575,-0.03812880292000008,-0.281180122738378,0.7708094947792659,-1.5757157319584871,1.370197870746615,600,40,viral_gRNA
eternafold_B,"Simon,2019 Invitro",0.5264024862585996,0.2416124798780444,-0.12978491034999995,0.8313680666125001,0.8277202708569186,0.8259884653695397,-1.503734661652676,1.8676957910515015,600,40,viral_gRNA
eternafold_B,"Simon,2019 Invivo",-0.5254094367215991,0.17014728859843353,-0.797138937785,-0.1178464720125002,-0.5005795211038969,0.7019222300278231,-1.6189218080242036,1.1337650821426246,600,40,viral_gRNA
rnasoft_blstar,"Simon,2019 Invitro",0.3291518574284997,0.2205631565974295,-0.15139776252,0.7089380519774999,0.06335793654972023,0.8027387225852519,-1.5954950842978346,1.4989825594992463,600,40,viral_gRNA
rnasoft_blstar,"Simon,2019 Invivo",-0.4231779707288997,0.23735676672990783,-0.8459415988300001,0.08590226959999994,-0.07157279394026987,0.8990172613656121,-1.619077805348984,1.6600350724929434,600,40,viral_gRNA
rnastructure,"Simon,2019 Invitro",0.35065617935540006,0.21068673748118336,-0.08523086244499999,0.7324446144975001,0.14932416524899675,0.7734651167868162,-1.5167503165595098,1.46156146731288,600,40,viral_gRNA
rnastructure,"Simon,2019 Invivo",-0.3936331026308,0.23088897473591613,-0.8174135986175001,0.07576619808249999,0.04145228852188402,0.8787994183318525,-1.512965982449958,1.7114240175838689,600,40,viral_gRNA
rnastructure_60C,"Simon,2019 Invitro",0.18294135050490004,0.22728109029460752,-0.267197092335,0.60445449393,-0.49928782404469885,0.8066679531560405,-1.8986210419240939,1.0862700952608222,600,40,viral_gRNA
rnastructure_60C,"Simon,2019 Invivo",-0.29886602395279976,0.2651051988654281,-0.7956089201025001,0.2112391524424999,0.4156641566305593,0.971348298505976,-1.466630109414857,1.9739510693504052,600,40,viral_gRNA
vienna_2,"Simon,2019 Invitro",0.3449870211069997,0.20820309970294812,-0.10817376619749998,0.7164213355625,0.12018208944255518,0.7577220894511509,-1.4255180081398748,1.4642381074088573,600,40,viral_gRNA
vienna_2,"Simon,2019 Invivo",-0.40372656690720027,0.24288339531137287,-0.8319419217774999,0.08890150791499987,0.00968689729062691,0.910723468103461,-1.6244907906684811,1.7466339812572715,600,40,viral_gRNA
vienna_2_60C,"Simon,2019 Invitro",0.13925001101099993,0.2344432922616541,-0.34211917001500003,0.5618837352575,-0.6537651545195294,0.8094845535874262,-1.9605029294968228,0.9491648002453964,600,40,viral_gRNA
vienna_2_60C,"Simon,2019 Invivo",-0.30505711496049964,0.27047499392438507,-0.8085786346275,0.24017538797999993,0.38652909533947544,0.9519931426634035,-1.5004023853397708,1.9211743907357883,600,40,viral_gRNA
contrafold_2,"Sun, 2019 HEK293 chromatin in vitro",0.09857604851159998,0.04949385866887009,-0.004828549562499998,0.19221132749749997,-0.44276590452089615,0.8373042188600108,-1.8793467669552664,1.2632138586671129,600,40,mRNA
contrafold_2,"Sun, 2019 HEK293 chromatin in vivo",0.03570918749290004,0.12264754825024482,-0.20561794957750001,0.282401313095,0.21147524542419954,0.8302204845162751,-1.4245282970542557,1.7417236903347562,600,40,mRNA
contrafold_2,"Sun, 2019 HEK293 cytoplasm in vitro",0.05616684197550006,0.026809162891597002,0.0002967712500000007,0.10703651884749998,0.148987669828529,0.6263879127666798,-1.1035068531965417,1.318626359846388,600,40,mRNA
