package,pearson_mean,pearson_std,pearson_percentile_2.5,pearson_percentile_97.5,pearson_zscore_by_Dataset_mean,pearson_zscore_by_Dataset_std,pearson_zscore_by_Dataset_percentile_2.5,pearson_zscore_by_Dataset_percentile_97.5,window_size,Class
rnastructure,0.12803168298683318,0.043565326741826255,0.047355015795000004,0.20635017119250004,-0.5242708407954297,0.8004163714013791,-1.817662538867662,1.1492921777183644,300,mRNA
rnastructure_60C,0.15156694825019992,0.04113157282521728,0.066814151095,0.22394736249000002,0.16377159837203803,0.7791188825040573,-1.4281707183262142,1.59624892812852,300,mRNA
vienna_2,0.1290478450291669,0.04028801716929172,0.04719544683000001,0.20027366441750002,-0.4895917212123926,0.7467882116649048,-1.753762803568634,1.1083724933447092,300,mRNA
vienna_2_60C,0.15215631249296696,0.04314302148954907,0.064162639275,0.22674730589500003,0.18621894747788378,0.8156786621209151,-1.4169458932860897,1.6824490421150942,300,mRNA
contrafold_2,-0.08991407292675013,0.45130056291344056,-0.7415847740949999,0.6476909274474999,-0.15458526529944183,0.8314672051612171,-1.738793650005874,1.3768957569891747,600,viral_gRNA
eternafold_B,0.002286582581999987,0.5663982195704601,-0.7604899750425,0.8046649035725001,0.18000950885634004,1.0287076203887082,-1.6519862481657035,1.8243530968096842,600,viral_gRNA
rnasoft_blstar,-0.037009852763600005,0.4333036343379479,-0.7919932517425,0.6462798480774998,0.042626421438125485,0.8464401445284705,-1.564105384069614,1.615933776270529,600,viral_gRNA
rnastructure,-0.02648290644789999,0.4430266733489161,-0.8013839625850001,0.6719466118224997,0.08691834227531715,0.8275048540379395,-1.4793016139678052,1.5929808853240717,600,viral_gRNA
rnastructure_60C,-0.060788154398900056,0.3472502907607046,-0.7451939461075,0.5131681726199997,-0.04021739705335834,0.9724204336825109,-1.770928279942588,1.770579248647798,600,viral_gRNA
vienna_2,-0.04690088966725003,0.4468227936179386,-0.82475818803,0.6729116603699999,0.007045069478916498,0.8378151538433416,-1.586575542272148,1.5680747141019908,600,viral_gRNA
vienna_2_60C,-0.08212217795839992,0.330921185548905,-0.7379926249800002,0.4923803001674996,-0.12179667969589895,1.059456954139173,-1.8502804137114024,1.9080628879542982,600,viral_gRNA
contrafold_2,0.10447534171803315,0.06882808917705001,-0.037759556754999986,0.2132989273175,0.1657766347027671,0.8469609267572313,-1.6228392854671203,1.607658847051885,600,mRNA
eternafold_B,0.1444360287793665,0.067359859885945,0.0035374532975000015,0.24535696651000005,0.8788501059155904,0.7843111574679812,-1.1021373628717568,1.9675672970171914,600,mRNA
rnasoft_blstar,0.08599613453656657,0.11334276673038142,-0.1385960398575,0.22885412441250005,-0.044691163436446225,0.9720577459128292,-1.8140930969133717,1.7051035772373766,600,mRNA
rnastructure,0.0676800230001335,0.0790279294425331,-0.10084404732749999,0.18472330848750004,-0.4978322596371476,0.7661243449265499,-1.78858262092919,1.1016663597750764,600,mRNA
rnastructure_60C,0.08904045435266662,0.07580038463308207,-0.07060009391000001,0.20234135990000007,-0.11469457725770889,0.780202937018375,-1.611450653152586,1.4004681994071764,600,mRNA
vienna_2,0.08092018840226653,0.08020959176017635,-0.0874590552475,0.20660342811750002,-0.27323730126958756,0.8477484836827923,-1.7390771189793917,1.4841285128710624,600,mRNA
vienna_2_60C,0.08996140971163342,0.07418643642167,-0.0686396199525,0.20570560353750003,-0.11417143901746868,0.8120043642101917,-1.6521469443381418,1.490398525918824,600,mRNA
contrafold_2,0.06348748653369997,0.2099236957229473,-0.3452534563525,0.47371805885999996,-0.05164930562813899,0.9633090139923172,-1.7861565690570087,1.7277919590952828,900,viral_gRNA
eternafold_B,0.06508687783250013,0.1961738842881207,-0.3474282213225,0.436958510165,-0.0326881440654993,0.9173819809441324,-1.7460458696474601,1.5780075180228048,900,viral_gRNA
rnasoft_blstar,0.0680695833666001,0.2057673969712007,-0.3444444769625,0.4608617482275,-0.016928092302736206,0.9330515331141768,-1.7245227904743978,1.6635507459134105,900,viral_gRNA
rnastructure,0.0705219921492,0.19212317435834353,-0.3056548213275,0.4459488074575,-0.02892349554257763,0.9186754564493615,-1.7809445555698784,1.6484628728174493,900,viral_gRNA
rnastructure_60C,0.11357196829519998,0.18763058077701047,-0.2696102096175,0.4432728122649999,0.2019741231537182,0.9016373923118911,-1.570906388387698,1.7588200764272195,900,viral_gRNA
vienna_2,0.038943389844700006,0.19861028139683423,-0.35436645183000004,0.40902395622,-0.16568367770291342,0.9135464109099743,-1.8259076199387256,1.6078038977756117,900,viral_gRNA
vienna_2_60C,0.09376432209150015,0.18497641403118426,-0.26394331562,0.4169237556875,0.093898592088148,0.8901586321495786,-1.6623918876365182,1.6041230343063917,900,viral_gRNA
contrafold_2,-0.021763113911400046,0.2226283717928741,-0.47385913303500005,0.26105143603500003,-0.7119555616551981,0.9407927707402143,-1.9775209366119852,1.2632484529655081,900,mRNA
eternafold_B,0.04393251999740004,0.19087987245741192,-0.3706157392900001,0.29027772111750005,0.579066753665706,0.8529942078237971,-1.2832713200886026,1.8126779924742822,900,mRNA
rnasoft_blstar,-0.0031870576967499885,0.1859349918377812,-0.40507795074749997,0.269123093885,-0.3206036056963274,0.8394092460520024,-1.8904245681379754,1.4991174729507835,900,mRNA
rnastructure,0.026128581465674976,0.1957177716911255,-0.38456026392250003,0.31776554311250005,0.0956594410071887,0.8264878768266307,-1.5674154346674032,1.7154589490527603,900,mRNA
rnastructure_60C,0.013734120578224988,0.198350172434248,-0.40729705159,0.281614797195,-0.07613560331096277,0.7657940053173979,-1.5555772251712208,1.5151702278274617,900,mRNA
vienna_2,0.04017839445999988,0.20121958750269617,-0.376741854445,0.33088708043500004,0.39855483874937253,0.8124432246473977,-1.425461350872166,1.8243360550027112,900,mRNA
vienna_2_60C,0.011852133819199985,0.20541534070693865,-0.4320811452725001,0.2819745098775,0.03541373724022091,0.7964310679492705,-1.6363588966535032,1.461357499654698,900,mRNA
contrafold_2,0.02770367157374994,0.2632984356835001,-0.5730908480375001,0.382225091205,0.22289733937403294,0.8467070853945156,-1.441461339005737,1.7824798535310533,1200,mRNA
eternafold_B,0.04049591083325,0.2920926864405536,-0.62651615128,0.41169904603749996,0.34282739839127596,0.8761053368450084,-1.4414785060168822,1.811223442942575,1200,mRNA
rnasoft_blstar,-0.08265128406105005,0.27146156198721233,-0.66211384865,0.3068483732449998,-0.4281853340396093,0.923133787665293,-1.9001280470288378,1.572429627225386,1200,mRNA
rnastructure,-0.02933643230949999,0.3271091525355476,-0.6716457608625,0.41742939137499996,0.059656311607230006,0.9087542106609978,-1.6109035374764258,1.711717896374301,1200,mRNA
rnastructure_60C,-0.055257135153450106,0.2954152221224459,-0.6535339599200001,0.3577061565025,-0.20467226058988758,0.8883661937559183,-1.7026063285790092,1.6034892180093026,1200,mRNA
vienna_2,-0.016837145917550006,0.3191143738394578,-0.6694727972975,0.43237895274999966,0.10139119137850516,0.918675554966876,-1.5774229587269955,1.7782889394841421,1200,mRNA
vienna_2_60C,-0.034200721925700034,0.2956915930179929,-0.646213689405,0.3721999067074999,-0.09391464612154757,0.889968901571801,-1.6384298463132083,1.7038097527612261,1200,mRNA
contrafold_2,0.3488801465130988,0.1511131167215417,-0.03819104357749999,0.5847529583175,0.5843856283926294,0.5372319806410532,-0.9753834178440416,1.3718824283892392,300,viral_gRNA
eternafold_B,0.3719841944701307,0.14940561432163257,0.0067278041650000175,0.63179612734,1.2003777857248747,0.5376261742408299,-0.39552541359738946,1.8125793720685395,300,viral_gRNA
rnasoft_blstar,0.33563094602418025,0.15180889843398432,-0.0499412049975,0.590137396095,0.23379385355545168,0.5366429568228699,-1.2648141577079983,1.1485227923091157,300,viral_gRNA
rnastructure,0.2891364492187297,0.11824810624915011,-0.006804157099999993,0.5021733803699999,-0.9765447521413302,0.6930195062659441,-1.6652960593183184,1.1425631995414782,300,viral_gRNA
rnastructure_60C,0.32343434013134986,0.14218475729877572,-0.045264806340000005,0.550396082965,-0.02151211315416692,0.48736424762635416,-1.2600607931775256,1.0665428614859829,300,viral_gRNA
vienna_2,0.2893123312711674,0.11833548453765526,-0.0061672067724999925,0.509076971735,-0.9504752322448118,0.6775850293592155,-1.62946563356335,1.1352270872055223,300,viral_gRNA
vienna_2_60C,0.32063214378536886,0.14088412428779207,-0.0453955384075,0.5467946511924999,-0.07002517013264667,0.5081149642503074,-1.4411388770271194,0.9679163483900746,300,viral_gRNA
contrafold_2,0.39826896005465023,0.03714853233133954,0.31633837356000005,0.48649203380499995,-0.1645303380404316,0.7283979869818009,-1.8182796668947834,0.9126356607143656,300,SARS-CoV-2_gRNA
eternafold_B,0.43531632103885026,0.03528422039552998,0.35254804659250005,0.5184905153699999,0.8852728612377756,1.0606096709315294,-1.3712398137889186,1.9389965150138861,300,SARS-CoV-2_gRNA
rnasoft_blstar,0.41648163375984965,0.038207434762205957,0.34088933070750005,0.511345983695,0.25959782606883297,0.7450728567854202,-1.5386128746057866,1.3642132818008068,300,SARS-CoV-2_gRNA
rnastructure,0.4088304711462006,0.06108564355652137,0.349838182785,0.5433933755025001,-0.327480665138809,0.9360754562956842,-1.353645506861065,1.6461314999684133,300,SARS-CoV-2_gRNA
rnastructure_60C,0.39894539455870015,0.041332208299119405,0.32847984586,0.5019511617975,-0.29597357265799923,0.6061123515214709,-1.6013889848176002,1.1366891035058369,300,SARS-CoV-2_gRNA
vienna_2,0.41846663006535006,0.06631907868038925,0.35252292695000004,0.5518485301074997,-0.1304064055043212,1.006252262200733,-1.254833507882723,1.825873506561783,300,SARS-CoV-2_gRNA
vienna_2_60C,0.40436987850305,0.04517134047227976,0.34450122131750005,0.5115860115949998,-0.2264797059650471,0.6279930781551427,-1.5016921990689889,1.3082764991642046,300,SARS-CoV-2_gRNA
contrafold_2,0.28037748780410016,0.15942855670943484,-0.027479280579999977,0.573509930195,0.2751045543719457,0.5623801621995437,-1.29783017103128,1.3045724373630994,300,mRNA
eternafold_B,0.2985950029888713,0.16342823629932224,-0.04708244419,0.57336916585,1.0156249625643974,0.8921253744842499,-1.4618939741636294,1.7993707194674722,300,mRNA
rnasoft_blstar,0.27944654272407055,0.1600899209625146,-0.015812069794999987,0.5756015892575,0.24040757379384173,0.5708335704222225,-1.1865445039524531,1.369399536749838,300,mRNA
rnastructure,0.24622423938688612,0.13988057753493527,0.011801534045000017,0.5328140186625,-1.0279999425254494,0.6818485367345257,-1.7885441412873224,1.0323476829289333,300,mRNA
rnastructure_60C,0.2815144976808571,0.1402973308434588,0.037204791177500016,0.560153593035,0.16187274175218666,0.5226501176996039,-1.051099697021144,1.4053318318273562,300,mRNA
vienna_2,0.25192290099068637,0.1411229173906432,0.020016594737500004,0.5452537575949999,-0.868722235484735,0.7128482641757112,-1.6110195698401164,1.1608548684382014,300,mRNA
vienna_2_60C,0.28270348913781507,0.14038739222845395,0.02818254501500002,0.5556878724175,0.20371234552780854,0.5215773385365735,-1.0511980004131196,1.4141046802599158,300,mRNA
contrafold_2,0.21227500050245018,0.19982030217245722,-0.08904671105,0.4704333109750001,0.9700281120866886,0.6282385369172561,-0.4669219973876866,1.9143206058654871,300,rRNA
eternafold_B,0.2085369134038499,0.18952903912221172,-0.081964529565,0.4586672828925,0.8949355633814953,0.6220465912667343,-0.5607506715932047,1.8661341107500102,300,rRNA
rnasoft_blstar,0.12886635676689995,0.21906004417599095,-0.1827936888825,0.4129327718099999,-0.14001140952110705,0.7555851452612292,-1.6132215969019155,1.2218262024590767,300,rRNA
rnastructure,0.11345769174199997,0.16663264338565528,-0.15810490898000001,0.35063313559000003,-0.38357106478405795,0.8270420461945502,-1.731685081630178,1.3545299796117254,300,rRNA
rnastructure_60C,0.11075485896079997,0.18250502088438952,-0.165936091995,0.3576416199775,-0.4236251339875703,0.699472977485022,-1.656937383778599,1.0901345578638342,300,rRNA
vienna_2,0.1092266484944501,0.2042101434151449,-0.1861710875975,0.38436094404,-0.41723278648133566,0.705357139457429,-1.6834937286522484,1.052279340220174,300,rRNA
vienna_2_60C,0.10459406064090004,0.18730954015685672,-0.1695649753375,0.36219007558499994,-0.50052328069411,0.682466965669033,-1.6993465029945165,0.9728604640122763,300,rRNA
contrafold_2,0.4041642066530132,0.10707688330542732,0.2209496340125,0.6105457837375001,0.582739188544211,0.4104586807131799,-0.5805120323113042,1.180612458649938,600,viral_gRNA
eternafold_B,0.4278375650138758,0.11489250938116331,0.23440909236500002,0.6649503121875,1.233900276151802,0.34248730018589063,0.40964074205795636,1.8118587928229837,600,viral_gRNA
rnasoft_blstar,0.3965688786565114,0.11429164524225593,0.217956067355,0.630807328135,0.35059763410319905,0.42240253746398126,-0.8526751284463867,0.9675100397098582,600,viral_gRNA
rnastructure,0.33411016947527217,0.09334820080148157,0.20672970136000002,0.5389365882375,-1.2247268807096119,0.3360670678091462,-1.7038774085533508,-0.3362647632809289,600,viral_gRNA
rnastructure_60C,0.3853617653701736,0.10332296458961675,0.223710705635,0.5904455484050001,0.12186827291906327,0.4072661561961116,-0.7619021147281839,0.9771769281233105,600,viral_gRNA
vienna_2,0.33440970558171246,0.08950475190001235,0.2110630163725,0.5360927605075,-1.1788631456097929,0.44027955586808004,-1.728937224903905,0.03811653624498065,600,viral_gRNA
vienna_2_60C,0.3846030094662254,0.09994074601389942,0.2233079179825,0.5835859102025,0.11448465460112846,0.400799332684682,-0.6223290050149102,0.9666270421500947,600,viral_gRNA
contrafold_2,0.40924699127119973,0.004997368741010601,0.3990995981175,0.418473135085,0.40911319837028975,0.16861411787671526,0.06903803096802423,0.7230275929617987,600,SARS-CoV-2_gRNA
eternafold_B,0.4428997018370998,0.005041457178667913,0.4331968257525,0.4530912193575,1.655307989354907,0.12173679291576067,1.3926564429497952,1.8754361587968522,600,SARS-CoV-2_gRNA
rnasoft_blstar,0.4138869586850005,0.005166972290296489,0.40393859612500005,0.42390913973,0.580635039418874,0.17134336552003,0.24522208478460264,0.8999587007869729,600,SARS-CoV-2_gRNA
rnastructure,0.36802620793790003,0.005779350439584403,0.3573791066725,0.3801071597050001,-1.1167762355820696,0.17257243105415818,-1.4407171856348866,-0.7658437677065929,600,SARS-CoV-2_gRNA
rnastructure_60C,0.3918510617610001,0.005285791353844473,0.38156566305000006,0.402340048615,-0.23609599218809213,0.1813964203378857,-0.5829702503106006,0.13185415070160256,600,SARS-CoV-2_gRNA
vienna_2,0.3683623696572003,0.005728315909975027,0.3572585427825,0.37975234455,-1.1044548447199392,0.1715691794851515,-1.4163045024842877,-0.7367166421679692,600,SARS-CoV-2_gRNA
vienna_2_60C,0.3931472478633997,0.005322187256822314,0.382981321415,0.4036024433975,-0.18772915465396797,0.1814338146117819,-0.5485172457460699,0.1581666387650344,600,SARS-CoV-2_gRNA
contrafold_2,0.24443247490054182,0.1698291392984806,-0.03513759932749999,0.6341409890875,0.1206328508878469,0.6291400423360675,-1.108280693149339,1.3251794495141405,600,mRNA
eternafold_B,0.28453486750425694,0.15774691132388302,0.0167698292275,0.6479675532124999,1.2246121766509999,0.5354964790743597,-0.18189967860248574,1.8937885986487992,600,mRNA
rnasoft_blstar,0.23042012895061423,0.1872883237251061,-0.10142641898249997,0.6444498677200001,-0.034636763462829186,0.6449215333042467,-1.1972623861641074,1.1500671248676662,600,mRNA
rnastructure,0.19140875446945704,0.18020146080726815,-0.15858639558249998,0.5798228389,-1.112649269094762,0.4766716909830527,-1.914919542896202,-0.004093400222986756,600,mRNA
rnastructure_60C,0.23897894537712702,0.1799736598247201,-0.11081281620749998,0.628879047065,0.21023758645682417,0.6042880861615435,-1.1703762250194136,1.2106475693676932,600,mRNA
vienna_2,0.2016561815183572,0.18201252227202702,-0.12936085119500002,0.60402299365,-0.8798790750843404,0.5009742158680097,-1.5926203080498373,0.325693114364517,600,mRNA
vienna_2_60C,0.25775262180247155,0.16553644920017674,0.00819406139500001,0.6500024766875,0.47168249364625514,0.5139803110382477,-0.483017620083341,1.426285765991378,600,mRNA
contrafold_2,0.02294111085610001,0.3496126986791279,-0.5967904735725,0.6455481726549998,-0.052136909210966934,0.8955294069339891,-1.6237617547871435,1.648891611942982,600,rRNA
eternafold_B,0.050734536246199974,0.34397066725471187,-0.5803977441525,0.6894154187724999,0.005687764553401032,0.8624587813877082,-1.5458975897450964,1.594371886979218,600,rRNA
rnasoft_blstar,0.03537743356170004,0.365820101728162,-0.6179646147325,0.7072733451249998,-0.019495385893965256,0.9304926290181265,-1.644245772402587,1.6962400723224558,600,rRNA
rnastructure,0.09934773418929996,0.35745395653571455,-0.52953693668,0.7347185158124999,0.15094154841442955,0.9330242032608519,-1.5869799881945867,1.7559612910043547,600,rRNA
rnastructure_60C,0.07284922676619997,0.3832971523726297,-0.6173342480275,0.72822669421,0.054543378392999865,0.9537118887400022,-1.6147383128689725,1.7242849742417354,600,rRNA
vienna_2,0.03634647125870001,0.334775171599054,-0.576206100695,0.6322382710999999,-0.01992164909971202,0.8952814359648024,-1.6361703329870514,1.6554352399966006,600,rRNA
vienna_2_60C,-0.0057914085308999885,0.3876263973865234,-0.702120731235,0.6639527371724998,-0.11961874715618626,0.984435808345848,-1.7404321657770407,1.7545211392269644,600,rRNA
contrafold_2,0.41408052214760094,0.11137066288776885,0.2323703420325,0.6356545929875,0.6439810892993335,0.3236752872029465,-0.0051211379003890025,1.3107913884534967,900,viral_gRNA
eternafold_B,0.43819528066325053,0.1175644814762143,0.2408044356775,0.68309361635,1.2889194394089378,0.3085891863038942,0.7045249953326891,1.9527186011394435,900,viral_gRNA
rnasoft_blstar,0.4023411837330238,0.11755821258989951,0.2178145329125,0.6481604665625,0.266039004093918,0.4127455774821436,-0.8162560096807845,0.9059980037178916,900,viral_gRNA
rnastructure,0.3422056990326507,0.09426567864298079,0.2135609677675,0.553598036195,-1.188514280567479,0.40628541856448724,-1.6444228711824096,0.10283411610660224,900,viral_gRNA
rnastructure_60C,0.39554440436537314,0.1057979900501941,0.2204077337875,0.6039747014900001,0.1252665154626264,0.40143522789913766,-0.8478671780605365,0.7734968902595026,900,viral_gRNA
vienna_2,0.34295732990491434,0.09307904637147157,0.2087577584575,0.5523491822225001,-1.1645976769293442,0.43003961200311597,-1.6604031854754173,0.022505054307394433,900,viral_gRNA
vienna_2_60C,0.39267718612178776,0.10451846974554711,0.21007671552249998,0.5985831298650001,0.02890590923200497,0.431794558958633,-1.1839871494577028,0.6619872024026165,900,viral_gRNA
contrafold_2,0.4180508321270002,0.005019693972218584,0.40856585075,0.42761193487250004,0.3500328357874665,0.20345820207903773,-0.04556112532156144,0.7455280590112304,900,SARS-CoV-2_gRNA
eternafold_B,0.4496164473339002,0.004747560274168332,0.440308967705,0.45950280809000005,1.718476294859763,0.13196999308729992,1.4404583810120666,1.9513741638718556,900,SARS-CoV-2_gRNA
rnasoft_blstar,0.42289762013290005,0.005303755335955104,0.41264421548,0.433286663675,0.55889538343742,0.20322762394227067,0.15872392559795787,0.9370123834764552,900,SARS-CoV-2_gRNA
rnastructure,0.38515933328839996,0.005770389113770808,0.3741773216625,0.39666543007,-1.0723221943596453,0.20378300398707752,-1.4371907297056579,-0.643255725424507,900,SARS-CoV-2_gRNA
rnastructure_60C,0.40462009158059975,0.005508112919424704,0.39381082762249997,0.41482894150750005,-0.23190636636029283,0.21738177491472757,-0.6421662219230058,0.18548767865079133,900,SARS-CoV-2_gRNA
vienna_2,0.38640064859990053,0.005791275294303199,0.37489827490250005,0.397498178715,-1.0187801996572952,0.20737837083755747,-1.4087012785859532,-0.5944134035954807,900,SARS-CoV-2_gRNA
vienna_2_60C,0.4029641333201002,0.005313927909477811,0.39261178357500004,0.4133778291525,-0.30439575370741634,0.21471829936900425,-0.6971787944187796,0.135306460363008,900,SARS-CoV-2_gRNA
contrafold_2,0.27734335502901447,0.19442027982387033,-0.04878930021999999,0.7235760182325,0.013938356174541203,0.7317476570165312,-1.4269607244969478,1.383495676922499,900,mRNA
eternafold_B,0.31337791192367054,0.19817009083889778,-0.040953592247500004,0.7424980231075,1.226914881423748,0.6458951824525806,-0.5709565746149958,1.8882966861657169,900,mRNA
rnasoft_blstar,0.2766087931179863,0.20686290850556838,-0.0927491531775,0.7304653182474999,0.12436113035282921,0.6821522810307166,-1.5814417414540793,1.3027103975188425,900,mRNA
rnastructure,0.24127613592838687,0.19255762148608427,-0.11623045151,0.6661451432150001,-1.004654826472986,0.5941447691310843,-1.7856471364427928,0.7033384747184883,900,mRNA
rnastructure_60C,0.27703838055909996,0.19544592183109524,-0.0979136593625,0.7051516343224999,0.11549019151867053,0.5544733641924737,-1.2226665631087494,1.2840897635039001,900,mRNA
vienna_2,0.25081910689114195,0.19002961755013179,-0.09604987309000002,0.6760289938175,-0.7849484032847149,0.6352751118946502,-1.6310414622893123,0.8648053530171133,900,mRNA
vienna_2_60C,0.2877242995626713,0.1875844669685254,-0.04123463801,0.710444168535,0.30889867028791557,0.5130207052127391,-0.8827302266063937,1.5030540033348803,900,mRNA
contrafold_2,0.42035394637937484,0.10721978752378275,0.228951427005,0.6363564996050001,0.7435744365643151,0.3716448379850854,-0.08309799977102876,1.4520038674669058,1200,viral_gRNA
eternafold_B,0.440338507766363,0.11647496268334616,0.23919908512750002,0.6843391689825,1.247149770513053,0.29688720727887064,0.5832924531187096,1.7292895881596622,1200,viral_gRNA
rnasoft_blstar,0.4039380777632624,0.11244674902052457,0.2138803071775,0.6381726970675,0.2366011180658382,0.4413381483873459,-1.0342996165219565,0.8450630860050579,1200,viral_gRNA
rnastructure,0.3413272987789134,0.09073643847382318,0.200031118675,0.5434899056800001,-1.2812707332040183,0.30632493742373573,-1.7912907977910875,-0.5622946588904458,1200,viral_gRNA
rnastructure_60C,0.39334538250322504,0.0986095626171381,0.22059984679,0.5916538023300001,0.03413993360709406,0.38889268182561226,-0.802591140320833,0.7553158900188668,1200,viral_gRNA
vienna_2,0.34687705087409987,0.08514745865710362,0.2178770415725,0.5403252893549999,-1.0602449351760312,0.47336272598378165,-1.5695941426646844,0.4369700010393768,1200,viral_gRNA
vienna_2_60C,0.3938035530398757,0.0946937227315062,0.224977547285,0.5831907976375,0.0800504096297589,0.41513082192765133,-0.6584261265349779,0.8876026718671546,1200,viral_gRNA
contrafold_2,0.4256832104233998,0.005007502869859469,0.415943928175,0.435573629055,0.47742112629512423,0.16122498136065277,0.18367491873712838,0.7969127572148011,1200,SARS-CoV-2_gRNA
eternafold_B,0.45663410484809974,0.005268421037660014,0.446110763665,0.4669877194125,1.5666696663126372,0.12487170454120852,1.3004737145001104,1.7935360502799018,1200,SARS-CoV-2_gRNA
rnasoft_blstar,0.42905340139719994,0.005117001691636699,0.41880605091,0.43908457819,0.596228549365359,0.1628551033339567,0.2733197713510686,0.891819964233037,1200,SARS-CoV-2_gRNA
rnastructure,0.37335843586630024,0.005842853987257172,0.36151664104000003,0.384962378955,-1.3631164991917628,0.15115562183568962,-1.6516380500774872,-1.0835994570705405,1200,SARS-CoV-2_gRNA
rnastructure_60C,0.40665980201759977,0.005540334499501252,0.395405844275,0.4167633410825,-0.19269360457012774,0.18212458049000393,-0.5669222592618306,0.16008439791287624,1200,SARS-CoV-2_gRNA
vienna_2,0.38576187637320003,0.005602064088161804,0.37488472753,0.39653912356250004,-0.927199551646786,0.16688666892442885,-1.2513119732163878,-0.6045303301445074,1200,SARS-CoV-2_gRNA
vienna_2_60C,0.4076431860423002,0.0053595619107544125,0.3975194863575,0.41791453996,-0.15730968656444003,0.1751281237029359,-0.5008349396562692,0.18541170909941485,1200,SARS-CoV-2_gRNA
contrafold_2,0.25897054680593357,0.14126382221839934,-0.0625590320975,0.5033472821025,0.42142039749645277,0.5215298375137287,-0.7057210315669247,1.6066046360473785,1200,mRNA
eternafold_B,0.2804392781828331,0.1399367265517274,-0.036988862442500006,0.5248458286575,1.1422799985232457,0.6470003958823348,-0.7134475481961248,1.8394613378537947,1200,mRNA
rnasoft_blstar,0.24779473133951657,0.15312545361215882,-0.10348102113000002,0.50435842514,0.3152580241564258,0.544622573346277,-1.161372641280268,1.3757345477250318,1200,mRNA
rnastructure,0.19593806574195022,0.13525804046204387,-0.10495133866500002,0.42647045733,-1.0513224465617974,0.6605225944029502,-1.626283527291752,0.8556133951468277,1200,mRNA
rnastructure_60C,0.22664451073715,0.15070023537298458,-0.12408718084,0.4733250370875,-0.028719201266813123,0.5721743870401501,-1.4482819017762014,0.9713218368343772,1200,mRNA
vienna_2,0.19305373679433369,0.1439226298525186,-0.1325683918325,0.43062846664250004,-0.9833098201564755,0.5353802511563346,-1.6943139382046222,0.6176179439914359,1200,mRNA
vienna_2_60C,0.24146196223030003,0.14014664262715665,-0.0863760971625,0.47552441245000004,0.1843930478089635,0.5235207243363925,-1.0798410969405479,1.243709217718559,1200,mRNA
contrafold_2,0.3591344146203118,0.1568974081493766,-0.0361641215275,0.58502504629,0.594981831141333,0.4547561862112826,-0.7620969388343707,1.19928754684938,300,viral_gRNA
eternafold_B,0.3836800513216992,0.16254630899856007,-0.0189529312975,0.6316614884949999,1.2875436788872743,0.45594087325644017,-0.13701174355076817,1.7952390718343325,300,viral_gRNA
rnasoft_blstar,0.3482050798044811,0.15897204740986592,-0.04659572117,0.5898322456,0.28072297536593044,0.4716978352688875,-1.0940607396408968,0.9325267049784107,300,viral_gRNA
rnastructure,0.29632105442824,0.13031448244033123,-0.026630013425,0.5024567322275,-1.0904391516955358,0.5887852859660829,-1.6566638246748222,0.9266345106046401,300,viral_gRNA
rnastructure_60C,0.3359449253206294,0.14949819797197725,-0.045400160502499995,0.5510751872449999,-0.00818205371640084,0.40889087978862054,-1.0340508680129659,0.9061945992910692,300,viral_gRNA
vienna_2,0.29802018308315925,0.1325522638642388,-0.032101415274999996,0.5089768174675,-1.0383949568942865,0.5575634157956829,-1.5800829780927677,0.8386625890833714,300,viral_gRNA
