package,EXT_SOURCE,F-score_mean,F-score_std,F-score_percentile_2.5,F-score_percentile_97.5,F-score_zscore_by_EXT_SOURCE_mean,F-score_zscore_by_EXT_SOURCE_std,F-score_zscore_by_EXT_SOURCE_percentile_2.5,F-score_zscore_by_EXT_SOURCE_percentile_97.5
vienna_2,Sprinzl tRNA Database,0.6283378452380953,0.28022810849706575,0.0,1.0,-0.24794994070228105,1.1959370908928142,-2.664256584857447,1.863977451692607
vienna_2,tmRNA database,0.6891797,0.42423417385450113,0.0,1.0,0.07446896669327888,1.6364769484400579,-2.1246471045234987,2.6666666666666683
eternafold_E,Gutell Lab CRW,0.6296521114285722,0.25388116675564976,0.0,1.0,-0.001936897403600636,0.7135987656695547,-1.7483578670298026,1.0757555540169466
eternafold_E,RCSB Protein Data Bank,0.8478319999999999,0.16954141474430368,0.4587896,1.0,-0.3817607880223076,0.8122565817541337,-1.6756893660626901,0.4308001349362698
eternafold_E,RNase P Database,0.6880000645161288,0.21167536745739557,0.303723275,1.0,-0.11653558262770065,0.7755689367667932,-1.5967029602335632,1.379764927888779
eternafold_E,Rfam Database,0.6047072812499998,0.21268762084396794,0.240562,0.907485,0.22844220703717347,0.6698612457277798,-1.0818049407486938,1.374095091775116
eternafold_E,Sprinzl tRNA Database,0.6717882142857143,0.2344721096902661,0.0,1.0,-0.17375627254240547,0.7966455599321325,-1.7357619080539521,1.369688207627976
eternafold_E,tmRNA database,0.8211616999999999,0.20580136315445857,0.39767822499999994,1.0,0.271672692112506,0.537948584910104,-0.5206759926619331,1.0048822209459092
eternafold_G,Gutell Lab CRW,0.6277737875000001,0.2425663198310417,0.15801635,1.0,-0.017691414427948148,0.7537424042994275,-1.714579113343954,1.608368008425708
eternafold_G,RCSB Protein Data Bank,0.8796166800000002,0.15427517948072533,0.5267504000000001,1.0,0.15663831971298747,0.6682855025732857,-1.4467704554080894,1.019290615180122
eternafold_G,RNase P Database,0.6530496314516131,0.23473363169799957,0.08037497750000003,1.0,-0.30625837603325207,0.8327468599713125,-2.0152226091640624,1.0103419353769003
eternafold_G,Rfam Database,0.5332398781250001,0.24047485893206483,0.0355444875,0.876285625,-0.2868827613089027,0.6963235405196238,-1.7751651708066158,0.6916589020478955
eternafold_G,Sprinzl tRNA Database,0.6973859166666664,0.23507404031533066,0.01644487500000004,1.0,-0.12715569855035755,1.0078250351607803,-2.386103167675754,1.5210176933270279
eternafold_G,tmRNA database,0.7699056000000001,0.30551694499149035,0.135680175,0.9923706999999999,0.0818751777277458,0.4797874626828244,-0.728537383101465,0.6034663739143756
eternafold_F,Gutell Lab CRW,0.4415625085178568,0.25209892849408955,0.0,0.9575105499999998,-1.5056906100856056,1.2357078115670364,-2.6666666666666665,1.713027610907948
eternafold_F,RCSB Protein Data Bank,0.7047294,0.2349817007307874,0.3009488,0.9656853999999999,-1.731472229431742,1.1223600587609355,-2.6666666666666745,0.9055336829505554
eternafold_F,RNase P Database,0.6183344637096773,0.24023042978089199,0.0,0.9526639499999999,-0.5622574769366279,1.547978291477331,-2.666244752698445,2.635784942621865
eternafold_F,Rfam Database,0.3462206677083332,0.2012996876556682,0.08827493750000001,0.88604575,-1.5896109173277664,1.1621954504711312,-2.6615634145464817,2.0011601348143757
eternafold_F,Sprinzl tRNA Database,0.6139489404761904,0.23630952986515968,0.0,1.0,-0.6821342991601954,1.339640628724494,-2.665463385527492,2.603682356040392
eternafold_F,tmRNA database,0.6454785000000001,0.22356975540446233,0.30973497499999997,0.90611555,-1.3802065085024264,1.2872532781414634,-2.6666666666666687,0.741921728876832
