package,Dataset,pearson_mean,pearson_std,pearson_percentile_2.5,pearson_percentile_97.5,pearson_zscore_by_Dataset_mean,pearson_zscore_by_Dataset_std,pearson_zscore_by_Dataset_percentile_2.5,pearson_zscore_by_Dataset_percentile_97.5,window_size,Class
contrafold_2,"Sun, 2019 HEK293 nucleoplasm in vivo",0.175337818,0.001748169,0.172074866,0.179046318,0.067110854,0.11073228,-0.143937816,0.292197713,300,mRNA
eternafold_B,"Leppek, 2021, Nluc mRNA 1M7 in vitro",0.303866589,0.022299061,0.261077481,0.347474664,0.328360547,0.815677901,-1.30748116,1.753037153,300,mRNA
eternafold_B,"Leppek, 2021, Nluc mRNA DMS in vitro",0.554768477,0.023527752,0.507979514,0.599987861,0.548789099,0.73361759,-1.10602546,1.790677338,300,mRNA
eternafold_B,"Mauger,2019",0.472615349,0.00305308,0.466815385,0.478394851,1.305384014,0.072799325,1.155333101,1.434163374,300,mRNA
eternafold_B,"Sun, 2019 HEK293 chromatin in vitro",0.23018108,0.001232539,0.227805519,0.232609554,1.4280041,0.040112263,1.350537101,1.50679728,300,mRNA
eternafold_B,"Sun, 2019 HEK293 chromatin in vivo",0.144663407,0.002782735,0.13907378,0.150057501,1.408425522,0.14061,1.126649935,1.677321416,300,mRNA
eternafold_B,"Sun, 2019 HEK293 cytoplasm in vitro",0.299844912,0.001134752,0.297635562,0.302014497,1.635064201,0.027829586,1.580382875,1.688056544,300,mRNA
eternafold_B,"Sun, 2019 HEK293 cytoplasm in vivo",0.206402938,0.001939223,0.202543332,0.21011352,1.526079286,0.076237258,1.375088551,1.672015088,300,mRNA
eternafold_B,"Sun, 2019 HEK293 nucleoplasm in vitro",0.311988036,0.001112129,0.309822278,0.314203049,1.633850014,0.027256679,1.580490367,1.686388443,300,mRNA
eternafold_B,"Sun, 2019 HEK293 nucleoplasm in vivo",0.196879229,0.001710878,0.193522007,0.20010654,1.533461197,0.080930868,1.375340567,1.685942763,300,mRNA
rnasoft_blstar,"Leppek, 2021, Nluc mRNA 1M7 in vitro",0.279808717,0.022524245,0.23362053,0.323617691,-0.578312912,0.795994568,-1.867130602,1.089026467,300,mRNA
rnasoft_blstar,"Leppek, 2021, Nluc mRNA DMS in vitro",0.557040796,0.022549494,0.511314284,0.599163152,0.622564605,0.708274782,-0.944895612,1.799813895,300,mRNA
rnasoft_blstar,"Mauger,2019",0.451718502,0.003191897,0.445427043,0.457880878,0.6602523,0.084516041,0.491046349,0.813973567,300,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 chromatin in vitro",0.202371755,0.001250846,0.200000024,0.204794889,0.171376955,0.051205132,0.074208466,0.273260968,300,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 chromatin in vivo",0.122825452,0.002869837,0.117461711,0.128451809,-0.134392481,0.194432668,-0.500008306,0.276394775,300,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 cytoplasm in vitro",0.264534331,0.001128773,0.262332061,0.266781349,0.303007079,0.039020342,0.224866661,0.377311593,300,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 cytoplasm in vivo",0.180800169,0.002089123,0.176492371,0.18450108,0.135394943,0.103674318,-0.064845342,0.32927939,300,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 nucleoplasm in vitro",0.276967376,0.001118234,0.274785794,0.279176941,0.308504155,0.038549603,0.229274809,0.380741471,300,mRNA
rnasoft_blstar,"Sun, 2019 HEK293 nucleoplasm in vivo",0.178860998,0.001726651,0.175384843,0.182348194,0.306736214,0.108197774,0.088140813,0.523463728,300,mRNA
rnastructure,"Leppek, 2021, Nluc mRNA 1M7 in vitro",0.285770305,0.023237938,0.241180485,0.328988835,-0.363851807,0.842012042,-1.789978162,1.373920724,300,mRNA
rnastructure,"Leppek, 2021, Nluc mRNA DMS in vitro",0.507351537,0.025982122,0.457382915,0.558831396,-1.013693891,0.70907143,-2.041684982,0.753637351,300,mRNA
rnastructure,"Mauger,2019",0.385676839,0.003438517,0.378273633,0.392674534,-1.377676192,0.076941956,-1.525221963,-1.220554182,300,mRNA
rnastructure,"Sun, 2019 HEK293 chromatin in vitro",0.168895567,0.001323995,0.166306682,0.17146666,-1.341221543,0.044371715,-1.427687167,-1.25716634,300,mRNA
rnastructure,"Sun, 2019 HEK293 chromatin in vivo",0.107047273,0.002957847,0.101667715,0.112571603,-1.249304174,0.163809656,-1.555109114,-0.92063086,300,mRNA
rnastructure,"Sun, 2019 HEK293 cytoplasm in vitro",0.222471049,0.00120535,0.220086109,0.224732935,-1.283763774,0.034157558,-1.351731096,-1.217279239,300,mRNA
rnastructure,"Sun, 2019 HEK293 cytoplasm in vivo",0.153806905,0.002102124,0.149754052,0.15788545,-1.330871978,0.084161325,-1.494361478,-1.166498862,300,mRNA
rnastructure,"Sun, 2019 HEK293 nucleoplasm in vitro",0.234193249,0.001131034,0.232046408,0.236424958,-1.310154982,0.032511407,-1.373389979,-1.245776501,300,mRNA
rnastructure,"Sun, 2019 HEK293 nucleoplasm in vivo",0.156313128,0.001747223,0.152762306,0.159698556,-1.227500876,0.094165711,-1.402431029,-1.033894171,300,mRNA
rnastructure_60C,"Leppek, 2021, Nluc mRNA 1M7 in vitro",0.308041434,0.022689909,0.264229725,0.350370086,0.483560066,0.838895839,-1.335468538,1.908167176,300,mRNA
rnastructure_60C,"Leppek, 2021, Nluc mRNA DMS in vitro",0.538450901,0.02373099,0.493397537,0.585542599,0.010544988,0.777935501,-1.54994335,1.549565611,300,mRNA
